Scenario, Experiment Name, Total Agents, # Distracted Agents, Simulation Time, Flow Rate, Average Agent Path Length
Egress,Walk and Read,50,30,34.93097,1.431395,18.04445
Egress,Walk and Read,50,30,35.73425,1.399218,18.06528
Egress,Walk and Read,50,30,32.64288,1.531727,17.27355
Egress,Walk and Read,50,30,32.93427,1.518176,17.8936
Egress,Walk and Read,50,40,33.33255,1.500035,17.71716
Egress,Walk and Read,50,40,34.81597,1.436123,17.75017
Egress,Walk and Read,50,40,31.51086,1.586754,18.07101
Egress,Walk and Read,50,40,34.75388,1.438688,17.55324
Egress,Walk and Read,50,40,33.90529,1.474696,17.92163
Egress,Walk and Read,50,40,32.61325,1.533119,18.25927
Egress,Walk and Read,50,40,32.77885,1.525374,18.62301
Egress,Walk and Read,50,40,29.48666,1.695682,18.71835
Egress,Walk and Read,50,40,30.89377,1.618449,17.46654
Egress,Walk and Read,50,40,35.15356,1.422331,18.44234
Egress,Walk and Read,50,40,31.07098,1.609218,17.6456
Egress,Walk and Read,50,40,32.71811,1.528206,18.11637
Egress,Walk and Read,50,40,34.01923,1.469757,18.40003
Egress,Walk and Read,50,40,31.60419,1.582069,18.69881
Egress,Walk and Read,50,40,31.53107,1.585738,17.4623
Egress,Walk and Read,50,40,33.33789,1.499795,17.56772
Egress,Walk and Read,50,40,34.76068,1.438407,17.6612
Egress,Walk and Read,50,40,31.74133,1.575233,18.18767
Egress,Walk and Read,50,40,36.33185,1.376203,18.148
Egress,Walk and Read,50,40,32.85101,1.522023,17.71234
Egress,Walk and Read,50,50,36.82648,1.357719,18.20124
Egress,Walk and Read,50,50,35.28576,1.417002,18.24673
Egress,Walk and Read,50,50,31.30746,1.597064,17.61389
Egress,Walk and Read,50,50,30.84037,1.621252,17.91274
Egress,Walk and Read,50,50,30.92813,1.616651,17.80827
Egress,Walk and Read,50,50,33.14865,1.508357,17.7017
Egress,Walk and Read,50,50,32.55164,1.536021,17.46824
Egress,Walk and Read,50,50,31.38715,1.593009,17.87132
Egress,Walk and Read,50,50,32.62665,1.53249,17.36413
Egress,Walk and Read,50,50,33.68671,1.484265,18.19189
Egress,Walk and Read,50,50,31.26968,1.598993,18.02176
Egress,Walk and Read,50,50,29.69998,1.683503,18.27002
Egress,Walk and Read,50,50,31.841,1.570302,17.86583
Egress,Walk and Read,50,50,32.69821,1.529136,17.72181
Egress,Walk and Read,50,50,32.52017,1.537507,18.67379
Egress,Walk and Read,50,50,29.46179,1.697113,17.59166
Egress,Walk and Read,50,50,31.8999,1.567403,17.45701
Egress,Walk and Read,50,50,32.07172,1.559006,17.13174
Egress,Walk and Read,50,50,32.21252,1.552191,18.58984
Egress,Walk and Read,50,50,28.93872,1.727789,17.95699
Crossing Groups,No distraction,50,0,22.10442,2.261991,19.04914
Crossing Groups,No distraction,50,0,18.89336,2.646433,19.30254
Crossing Groups,No distraction,50,0,18.65813,2.679797,18.71201
Crossing Groups,No distraction,50,0,18.32904,2.727912,18.9327
Crossing Groups,No distraction,50,0,18.66974,2.678131,19.29293
Crossing Groups,No distraction,50,0,18.44556,2.71068,19.32062
Crossing Groups,No distraction,50,0,18.83212,2.655038,19.05803
Crossing Groups,No distraction,50,0,18.54945,2.695497,19.13473
Crossing Groups,No distraction,50,0,19.20952,2.602876,19.27353
Crossing Groups,No distraction,50,0,19.32201,2.587723,19.30686
Crossing Groups,No distraction,50,0,18.71031,2.672323,19.34302
Crossing Groups,No distraction,50,0,18.75165,2.666432,19.2074
Crossing Groups,No distraction,50,0,18.99408,2.632399,19.15027
Crossing Groups,No distraction,50,0,18.80409,2.658996,19.05182
Crossing Groups,No distraction,50,0,19.67639,2.541116,19.05271
Crossing Groups,No distraction,50,0,18.75879,2.665417,19.15204
Crossing Groups,No distraction,50,0,18.71472,2.671694,19.19302
Crossing Groups,No distraction,50,0,20.41367,2.44934,18.91462
Crossing Groups,No distraction,50,0,18.56281,2.693558,19.20207
Crossing Groups,No distraction,50,0,19.43698,2.572416,19.14575
Crossing Groups,Walk and Text,50,1,21.86662,2.28659,19.32557
Crossing Groups,Walk and Text,50,1,21.97228,2.275594,19.17601
Crossing Groups,Walk and Text,50,1,19.04596,2.625229,19.22642
Crossing Groups,Walk and Text,50,1,21.40923,2.335442,19.13183
Crossing Groups,Walk and Text,50,1,19.11616,2.615588,19.25229
Crossing Groups,Walk and Text,50,1,22.77958,2.194948,19.37403
Crossing Groups,Walk and Text,50,1,20.87183,2.395573,19.28272
Crossing Groups,Walk and Text,50,1,21.72882,2.301091,19.20944
Crossing Groups,Walk and Text,50,1,22.11327,2.261086,19.29371
Crossing Groups,Walk and Text,50,1,21.96614,2.276231,19.15399
Crossing Groups,Walk and Text,50,1,19.20372,2.603662,19.48012
Crossing Groups,Walk and Text,50,1,19.45612,2.569886,19.30344
Crossing Groups,Walk and Text,50,1,22.18655,2.253617,19.24741
Crossing Groups,Walk and Text,50,1,20.4256,2.447909,19.15414
Crossing Groups,Walk and Text,50,1,21.10687,2.368897,19.45174
Crossing Groups,Walk and Text,50,1,19.31186,2.589083,19.23424
Crossing Groups,Walk and Text,50,1,21.52887,2.322463,19.66051
Crossing Groups,Walk and Text,50,1,18.86972,2.649748,19.25482
Crossing Groups,Walk and Text,50,1,18.9592,2.637242,19.28877
Crossing Groups,Walk and Text,50,1,20.13547,2.483181,19.24175
Crossing Groups,Walk and Text,50,2,23.77888,2.102706,19.09531
Crossing Groups,Walk and Text,50,2,23.45559,2.131688,19.25158
Crossing Groups,Walk and Text,50,2,19.38094,2.579854,19.26713
Crossing Groups,Walk and Text,50,2,20.56789,2.430973,19.18993
Crossing Groups,Walk and Text,50,2,20.1877,2.476756,18.95732
Crossing Groups,Walk and Text,50,2,19.50522,2.563416,19.42345
Crossing Groups,Walk and Text,50,2,20.76087,2.408377,19.43475
Crossing Groups,Walk and Text,50,2,21.83186,2.290231,19.31742
Crossing Groups,Walk and Text,50,2,19.79045,2.526471,19.25888
Crossing Groups,Walk and Text,50,2,21.46776,2.329074,19.45548
Crossing Groups,Walk and Text,50,2,21.07271,2.372737,19.30572
Crossing Groups,Walk and Text,50,2,21.44344,2.331716,19.51835
Crossing Groups,Walk and Text,50,2,20.51932,2.436728,18.72451
Crossing Groups,Walk and Text,50,2,21.67361,2.306952,19.26292
Crossing Groups,Walk and Text,50,2,20.349,2.457123,19.39056
Crossing Groups,Walk and Text,50,2,20.77036,2.407277,19.30961
Crossing Groups,Walk and Text,50,2,23.48129,2.129355,19.46272
Crossing Groups,Walk and Text,50,2,21.92801,2.280189,19.32096
Crossing Groups,Walk and Text,50,2,22.14902,2.257437,18.97068
Crossing Groups,Walk and Text,50,2,21.99707,2.27303,19.15322
Crossing Groups,Walk and Text,50,5,25.09138,1.992716,19.35134
Crossing Groups,Walk and Text,50,5,24.35015,2.053376,19.18916
Crossing Groups,Walk and Text,50,5,23.01549,2.17245,19.59136
Crossing Groups,Walk and Text,50,5,24.39723,2.049413,19.29903
Crossing Groups,Walk and Text,50,5,23.06197,2.168072,19.32904
Crossing Groups,Walk and Text,50,5,23.26593,2.149065,19.43313
Crossing Groups,Walk and Text,50,5,22.20677,2.251565,19.38765
Crossing Groups,Walk and Text,50,5,24.87349,2.010172,19.3832
Crossing Groups,Walk and Text,50,5,23.68605,2.110947,19.0417
Crossing Groups,Walk and Text,50,5,24.91382,2.006918,19.43998
Crossing Groups,Walk and Text,50,5,22.21005,2.251233,19.46868
Crossing Groups,Walk and Text,50,5,22.61777,2.210651,19.20928
Crossing Groups,Walk and Text,50,5,22.61057,2.211356,19.34778
Crossing Groups,Walk and Text,50,5,22.62927,2.209527,19.22241
Crossing Groups,Walk and Text,50,5,22.3956,2.232581,19.00393
Crossing Groups,Walk and Text,50,5,26.30005,1.901137,19.06724
Crossing Groups,Walk and Text,50,5,22.23441,2.248767,19.24087
Crossing Groups,Walk and Text,50,5,25.58096,1.954579,19.15882
Crossing Groups,Walk and Text,50,5,20.84991,2.398091,19.53003
Crossing Groups,Walk and Text,50,5,24.00851,2.082594,19.13238
Crossing Groups,Walk and Text,50,10,27.43479,1.822503,19.36752
Crossing Groups,Walk and Text,50,10,26.5936,1.880152,19.53924
Crossing Groups,Walk and Text,50,10,23.86778,2.094874,19.35486
Crossing Groups,Walk and Text,50,10,22.95836,2.177856,19.47656
Crossing Groups,Walk and Text,50,10,23.78118,2.102503,19.53764
Crossing Groups,Walk and Text,50,10,30.67387,1.630052,19.49923
Crossing Groups,Walk and Text,50,10,26.74861,1.869256,19.10946
Crossing Groups,Walk and Text,50,10,24.54355,2.037195,19.35212
Crossing Groups,Walk and Text,50,10,22.8688,2.186384,19.44172
Crossing Groups,Walk and Text,50,10,22.92941,2.180605,19.54667
Crossing Groups,Walk and Text,50,10,26.13397,1.913218,19.29936
Crossing Groups,Walk and Text,50,10,24.6283,2.030185,19.15994
Crossing Groups,Walk and Text,50,10,26.9736,1.853664,19.36268
Crossing Groups,Walk and Text,50,10,24.48633,2.041956,19.86448
Crossing Groups,Walk and Text,50,10,31.21246,1.601924,19.65658
Crossing Groups,Walk and Text,50,10,22.76498,2.196356,19.16325
Crossing Groups,Walk and Text,50,10,28.40277,1.760392,19.4107
Crossing Groups,Walk and Text,50,10,24.74377,2.02071,19.37725
Crossing Groups,Walk and Text,50,10,23.33386,2.142809,19.11997
Crossing Groups,Walk and Text,50,10,24.99155,2.000676,19.28585
Crossing Groups,Walk and Text,50,20,30.6717,1.630167,19.63812
Crossing Groups,Walk and Text,50,20,25.52519,1.958849,19.38783
Crossing Groups,Walk and Text,50,20,30.73025,1.627061,19.54795
Crossing Groups,Walk and Text,50,20,27.57901,1.812973,19.69065
Crossing Groups,Walk and Text,50,20,29.26424,1.70857,19.87028
Crossing Groups,Walk and Text,50,20,30.71014,1.628127,19.87588
Crossing Groups,Walk and Text,50,20,28.42873,1.758784,19.85083
Crossing Groups,Walk and Text,50,20,30.91817,1.617172,19.72864
Crossing Groups,Walk and Text,50,20,32.32452,1.546813,19.91946
Crossing Groups,Walk and Text,50,20,34.49094,1.449656,19.89279
Crossing Groups,Walk and Text,50,20,26.47049,1.888896,19.42393
Crossing Groups,Walk and Text,50,20,27.35541,1.827792,19.42717
Crossing Groups,Walk and Text,50,20,24.18442,2.067447,19.33847
Crossing Groups,Walk and Text,50,20,30.48389,1.640211,19.53484
Crossing Groups,Walk and Text,50,20,29.3197,1.705338,19.54644
Crossing Groups,Walk and Text,50,20,31.5094,1.586828,19.41627
Crossing Groups,Walk and Text,50,20,29.34314,1.703976,19.47935
Crossing Groups,Walk and Text,50,20,28.48431,1.755352,19.42324
Crossing Groups,Walk and Text,50,20,36.57159,1.367181,19.61396
Crossing Groups,Walk and Text,50,20,28.94464,1.727435,19.73055
Crossing Groups,Walk and Text,50,30,38.99426,1.28224,19.71803
Crossing Groups,Walk and Text,50,30,31.01696,1.612021,19.66832
Crossing Groups,Walk and Text,50,30,33.22327,1.504969,19.92434
Crossing Groups,Walk and Text,50,30,30.89246,1.618518,19.84431
Crossing Groups,Walk and Text,50,30,35.74765,1.398693,19.77197
Crossing Groups,Walk and Text,50,30,26.02719,1.921068,19.53403
Crossing Groups,Walk and Text,50,30,29.42513,1.699228,19.65702
Crossing Groups,Walk and Text,50,30,29.87505,1.673638,19.7075
Crossing Groups,Walk and Text,50,30,38.03346,1.314632,19.87554
Crossing Groups,Walk and Text,50,30,32.2056,1.552525,19.9917
Crossing Groups,Walk and Text,50,30,37.21008,1.343722,19.91951
Crossing Groups,Walk and Text,50,30,37.93759,1.317954,19.65276
Crossing Groups,Walk and Text,50,30,32.0697,1.559104,19.62312
Crossing Groups,Walk and Text,50,30,34.22882,1.460757,19.69687
Crossing Groups,Walk and Text,50,30,35.91266,1.392267,19.83643
Crossing Groups,Walk and Text,50,30,37.19348,1.344322,20.12278
Crossing Groups,Walk and Text,50,30,31.29816,1.597538,19.77057
Crossing Groups,Walk and Text,50,30,44.5545,1.122221,19.70275
Crossing Groups,Walk and Text,50,30,29.11969,1.717051,19.79749
Crossing Groups,Walk and Text,50,30,31.04547,1.610541,19.59876
Crossing Groups,Walk and Text,50,40,31.16811,1.604204,19.68092
Crossing Groups,Walk and Text,50,40,33.71029,1.483227,19.89058
Crossing Groups,Walk and Text,50,40,34.19865,1.462046,19.80479
Crossing Groups,Walk and Text,50,40,34.09338,1.46656,19.88997
Crossing Groups,Walk and Text,50,40,35.49614,1.408604,20.04286
Crossing Groups,Walk and Text,50,40,29.36429,1.702749,19.79485
Crossing Groups,Walk and Text,50,40,34.27832,1.458648,19.91358
Crossing Groups,Walk and Text,50,40,32.59933,1.533774,19.82458
Crossing Groups,Walk and Text,50,40,30.5773,1.6352,19.4732
Crossing Groups,Walk and Text,50,40,30.04419,1.664215,19.93849
Crossing Groups,Walk and Text,50,40,33.30798,1.501142,19.73646
Crossing Groups,Walk and Text,50,40,32.75061,1.526689,19.78882
Crossing Groups,Walk and Text,50,40,32.08197,1.558508,19.9795
Crossing Groups,Walk and Text,50,40,37.53864,1.331961,19.9572
Crossing Groups,Walk and Text,50,40,32.39929,1.543244,19.94181
Crossing Groups,Walk and Text,50,40,33.06894,1.511993,19.99649
Crossing Groups,Walk and Text,50,40,29.85309,1.674869,20.16589
Crossing Groups,Walk and Text,50,40,33.85602,1.476842,19.72851
Crossing Groups,Walk and Text,50,40,29.68903,1.684124,19.86509
Crossing Groups,Walk and Text,50,40,28.82068,1.734865,19.70325
Crossing Groups,Walk and Text,50,50,41.12214,1.21589,20.12531
Crossing Groups,Walk and Text,50,50,32.90262,1.519636,20.25251
Crossing Groups,Walk and Text,50,50,35.17204,1.421584,20.01995
Crossing Groups,Walk and Text,50,50,36.01977,1.388127,19.94077
Crossing Groups,Walk and Text,50,50,38.43436,1.300919,20.02797
Crossing Groups,Walk and Text,50,50,31.13907,1.6057,19.84578
Crossing Groups,Walk and Text,50,50,30.75444,1.625782,20.11998
Crossing Groups,Walk and Text,50,50,32.13593,1.555891,19.86052
Crossing Groups,Walk and Text,50,50,29.49326,1.695303,19.90627
Crossing Groups,Walk and Text,50,50,35.5719,1.405604,19.74391
Crossing Groups,Walk and Text,50,50,43.47006,1.150217,20.24158
Crossing Groups,Walk and Text,50,50,41.05389,1.217911,20.25063
Crossing Groups,Walk and Text,50,50,35.875,1.393728,20.33587
Crossing Groups,Walk and Text,50,50,39.91721,1.252593,20.43446
Crossing Groups,Walk and Text,50,50,32.86404,1.52142,19.66944
Crossing Groups,Walk and Text,50,50,36.06543,1.386369,20.23796
Crossing Groups,Walk and Text,50,50,31.34845,1.594975,19.6739
Crossing Groups,Walk and Text,50,50,34.46466,1.450761,20.10155
Crossing Groups,Walk and Text,50,50,35.13257,1.423181,20.19528
Crossing Groups,Walk and Text,50,50,39.61163,1.262255,19.97694
Crossing Groups,Walk and Talk,50,1,22.54725,2.217565,19.11213
Crossing Groups,Walk and Talk,50,1,20.45621,2.444245,19.42215
Crossing Groups,Walk and Talk,50,1,21.65503,2.308932,18.96327
Crossing Groups,Walk and Talk,50,1,19.28694,2.592428,19.25473
Crossing Groups,Walk and Talk,50,1,18.95008,2.638511,19.07109
Crossing Groups,Walk and Talk,50,1,20.28812,2.464497,19.35319
Crossing Groups,Walk and Talk,50,1,18.99214,2.632668,19.29094
Crossing Groups,Walk and Talk,50,1,19.17801,2.607153,19.14468
Crossing Groups,Walk and Talk,50,1,19.94852,2.506452,19.1465
Crossing Groups,Walk and Talk,50,1,22.09718,2.262732,19.11117
Crossing Groups,Walk and Talk,50,1,20.06691,2.491664,19.20111
Crossing Groups,Walk and Talk,50,1,20.36568,2.455111,19.17752
Crossing Groups,Walk and Talk,50,1,20.26476,2.467338,19.54549
Crossing Groups,Walk and Talk,50,1,22.90399,2.183026,19.10238
Crossing Groups,Walk and Talk,50,1,19.91586,2.510561,19.14299
Crossing Groups,Walk and Talk,50,1,21.5976,2.315073,19.54203
Crossing Groups,Walk and Talk,50,1,19.21127,2.602638,19.25744
Crossing Groups,Walk and Talk,50,1,19.63852,2.546017,19.19848
Crossing Groups,Walk and Talk,50,1,20.27527,2.466058,19.15313
Crossing Groups,Walk and Talk,50,1,21.5246,2.322924,19.48619
Crossing Groups,Walk and Talk,50,2,23.78593,2.102083,19.39853
Crossing Groups,Walk and Talk,50,2,18.50769,2.70158,19.04842
Crossing Groups,Walk and Talk,50,2,19.96877,2.503911,19.2363
Crossing Groups,Walk and Talk,50,2,21.46559,2.32931,19.09243
Crossing Groups,Walk and Talk,50,2,20.25163,2.468938,19.32007
Crossing Groups,Walk and Talk,50,2,22.15421,2.256907,19.17469
Crossing Groups,Walk and Talk,50,2,23.19338,2.155787,19.22052
Crossing Groups,Walk and Talk,50,2,20.69659,2.415856,19.29727
Crossing Groups,Walk and Talk,50,2,19.54117,2.558701,18.93505
Crossing Groups,Walk and Talk,50,2,21.31601,2.345655,19.39499
Crossing Groups,Walk and Talk,50,2,20.42377,2.448128,19.36842
Crossing Groups,Walk and Talk,50,2,19.77101,2.528955,19.17823
Crossing Groups,Walk and Talk,50,2,21.07477,2.372505,19.03744
Crossing Groups,Walk and Talk,50,2,21.93707,2.279247,19.65985
Crossing Groups,Walk and Talk,50,2,22.25052,2.247139,19.45771
Crossing Groups,Walk and Talk,50,2,21.28305,2.349287,18.87051
Crossing Groups,Walk and Talk,50,2,21.82843,2.290591,19.49533
Crossing Groups,Walk and Talk,50,2,20.44434,2.445665,19.26905
Crossing Groups,Walk and Talk,50,2,21.53848,2.321426,19.25581
Crossing Groups,Walk and Talk,50,2,19.59634,2.551496,19.19215
Crossing Groups,Walk and Talk,50,5,24.88552,2.009201,19.04076
Crossing Groups,Walk and Talk,50,5,21.93609,2.279349,19.18649
Crossing Groups,Walk and Talk,50,5,20.7456,2.41015,19.11191
Crossing Groups,Walk and Talk,50,5,21.20741,2.357666,19.21502
Crossing Groups,Walk and Talk,50,5,21.63642,2.310918,19.25298
Crossing Groups,Walk and Talk,50,5,21.48669,2.327022,19.17974
Crossing Groups,Walk and Talk,50,5,21.59641,2.3152,19.15625
Crossing Groups,Walk and Talk,50,5,20.69463,2.416086,19.30236
Crossing Groups,Walk and Talk,50,5,21.528,2.322557,19.20193
Crossing Groups,Walk and Talk,50,5,21.10515,2.36909,19.19281
Crossing Groups,Walk and Talk,50,5,21.82458,2.290994,19.45723
Crossing Groups,Walk and Talk,50,5,21.56868,2.318176,19.08472
Crossing Groups,Walk and Talk,50,5,22.19333,2.252929,19.659
Crossing Groups,Walk and Talk,50,5,20.38989,2.452195,19.10073
Crossing Groups,Walk and Talk,50,5,22.9646,2.177264,19.21212
Crossing Groups,Walk and Talk,50,5,21.77515,2.296196,19.31059
Crossing Groups,Walk and Talk,50,5,21.03241,2.377284,19.08518
Crossing Groups,Walk and Talk,50,5,21.66934,2.307407,19.14
Crossing Groups,Walk and Talk,50,5,22.388,2.233339,19.33773
Crossing Groups,Walk and Talk,50,5,20.35162,2.456806,19.25554
Crossing Groups,Walk and Talk,50,10,24.75695,2.019635,19.1566
Crossing Groups,Walk and Talk,50,10,21.70447,2.303673,19.12428
Crossing Groups,Walk and Talk,50,10,22.10251,2.262187,19.2607
Crossing Groups,Walk and Talk,50,10,22.27228,2.244943,19.30507
Crossing Groups,Walk and Talk,50,10,22.12576,2.25981,19.15237
Crossing Groups,Walk and Talk,50,10,23.40608,2.136197,19.28433
Crossing Groups,Walk and Talk,50,10,21.88147,2.285038,19.35393
Crossing Groups,Walk and Talk,50,10,21.1747,2.361309,19.28822
Crossing Groups,Walk and Talk,50,10,23.05257,2.168956,19.31593
Crossing Groups,Walk and Talk,50,10,22.23766,2.248438,19.65735
Crossing Groups,Walk and Talk,50,10,21.93869,2.279079,19.46812
Crossing Groups,Walk and Talk,50,10,21.13017,2.366285,19.05289
Crossing Groups,Walk and Talk,50,10,22.00723,2.27198,18.96928
Crossing Groups,Walk and Talk,50,10,21.10135,2.369517,19.20208
Crossing Groups,Walk and Talk,50,10,21.33176,2.343923,19.31328
Crossing Groups,Walk and Talk,50,10,21.43835,2.332268,19.53728
Crossing Groups,Walk and Talk,50,10,21.75449,2.298377,19.31165
Crossing Groups,Walk and Talk,50,10,21.23602,2.35449,19.06811
Crossing Groups,Walk and Talk,50,10,22.39102,2.233038,19.14938
Crossing Groups,Walk and Talk,50,10,22.16611,2.255696,19.54973
Crossing Groups,Walk and Talk,50,20,25.78064,1.93944,19.23289
Crossing Groups,Walk and Talk,50,20,24.01452,2.082074,19.09576
Crossing Groups,Walk and Talk,50,20,21.98907,2.273857,19.16803
Crossing Groups,Walk and Talk,50,20,22.79562,2.193403,19.18825
Crossing Groups,Walk and Talk,50,20,22.17425,2.254868,19.149
Crossing Groups,Walk and Talk,50,20,22.09551,2.262903,18.88737
Crossing Groups,Walk and Talk,50,20,22.79205,2.193747,19.55508
Crossing Groups,Walk and Talk,50,20,23.15579,2.159287,19.30936
Crossing Groups,Walk and Talk,50,20,22.43399,2.228761,19.49497
Crossing Groups,Walk and Talk,50,20,22.42537,2.229618,18.96203
Crossing Groups,Walk and Talk,50,20,22.58469,2.21389,19.33494
Crossing Groups,Walk and Talk,50,20,23.22218,2.153114,19.11052
Crossing Groups,Walk and Talk,50,20,22.09058,2.263409,19.41799
Crossing Groups,Walk and Talk,50,20,22.07901,2.264594,19.21461
Crossing Groups,Walk and Talk,50,20,22.55786,2.216522,19.08176
Crossing Groups,Walk and Talk,50,20,22.14124,2.25823,19.23897
Crossing Groups,Walk and Talk,50,20,22.70313,2.20234,19.2901
Crossing Groups,Walk and Talk,50,20,21.89401,2.283729,19.14253
Crossing Groups,Walk and Talk,50,20,21.9075,2.282323,18.92347
Crossing Groups,Walk and Talk,50,20,21.74142,2.299757,19.13769
Crossing Groups,Walk and Talk,50,30,25.96297,1.92582,19.14412
Crossing Groups,Walk and Talk,50,30,23.24755,2.150765,19.40862
Crossing Groups,Walk and Talk,50,30,23.54667,2.123443,19.17658
Crossing Groups,Walk and Talk,50,30,22.89773,2.183623,19.2981
Crossing Groups,Walk and Talk,50,30,22.68576,2.204026,19.04605
Crossing Groups,Walk and Talk,50,30,26.97094,1.853847,19.5325
Crossing Groups,Walk and Talk,50,30,22.97948,2.175855,19.20197
Crossing Groups,Walk and Talk,50,30,22.9398,2.179618,19.5678
Crossing Groups,Walk and Talk,50,30,22.91289,2.182178,19.59615
Crossing Groups,Walk and Talk,50,30,28.33652,1.764508,19.3674
Crossing Groups,Walk and Talk,50,30,22.9258,2.180949,19.40141
Crossing Groups,Walk and Talk,50,30,22.84744,2.188429,19.30543
Crossing Groups,Walk and Talk,50,30,23.54974,2.123165,19.2462
Crossing Groups,Walk and Talk,50,30,24.2597,2.061031,19.24466
Crossing Groups,Walk and Talk,50,30,25.08435,1.993275,19.3908
Crossing Groups,Walk and Talk,50,30,22.91635,2.181848,19.20298
Crossing Groups,Walk and Talk,50,30,23.18689,2.156391,19.26518
Crossing Groups,Walk and Talk,50,30,24.2059,2.065612,19.46136
Crossing Groups,Walk and Talk,50,30,24.24002,2.062705,19.38259
Crossing Groups,Walk and Talk,50,30,22.87253,2.186028,19.31777
Crossing Groups,Walk and Talk,50,40,26.17216,1.910427,19.19943
Crossing Groups,Walk and Talk,50,40,23.10499,2.164035,19.3355
Crossing Groups,Walk and Talk,50,40,23.08752,2.165673,19.09351
Crossing Groups,Walk and Talk,50,40,24.32243,2.055715,19.31069
Crossing Groups,Walk and Talk,50,40,23.36749,2.139725,19.47349
Crossing Groups,Walk and Talk,50,40,23.0826,2.166133,19.10654
Crossing Groups,Walk and Talk,50,40,22.46391,2.225792,19.09762
Crossing Groups,Walk and Talk,50,40,22.48196,2.224005,19.43083
Crossing Groups,Walk and Talk,50,40,25.55052,1.956907,19.52032
Crossing Groups,Walk and Talk,50,40,23.16649,2.15829,19.4048
Crossing Groups,Walk and Talk,50,40,23.54749,2.123369,19.22847
Crossing Groups,Walk and Talk,50,40,23.05161,2.169046,19.26673
Crossing Groups,Walk and Talk,50,40,23.38199,2.138398,18.95162
Crossing Groups,Walk and Talk,50,40,23.62015,2.116837,18.79372
Crossing Groups,Walk and Talk,50,40,23.06186,2.168082,19.05537
Crossing Groups,Walk and Talk,50,40,23.18719,2.156363,19.33815
Crossing Groups,Walk and Talk,50,40,23.3714,2.139367,18.99113
Crossing Groups,Walk and Talk,50,40,23.65509,2.11371,18.98319
Crossing Groups,Walk and Talk,50,40,24.05743,2.07836,19.19938
Crossing Groups,Walk and Talk,50,40,24.20551,2.065646,19.41334
Crossing Groups,Walk and Talk,50,50,26.85529,1.86183,19.11449
Crossing Groups,Walk and Talk,50,50,25.22575,1.982102,19.2565
Crossing Groups,Walk and Talk,50,50,23.07951,2.166424,19.23717
Crossing Groups,Walk and Talk,50,50,24.31745,2.056137,19.61231
Crossing Groups,Walk and Talk,50,50,23.60968,2.117775,19.11535
Crossing Groups,Walk and Talk,50,50,23.42109,2.134828,19.34993
Crossing Groups,Walk and Talk,50,50,23.56512,2.12178,19.3825
Crossing Groups,Walk and Talk,50,50,23.31926,2.14415,19.17009
Crossing Groups,Walk and Talk,50,50,23.31949,2.144129,19.40691
Crossing Groups,Walk and Talk,50,50,24.85715,2.011494,19.21566
Crossing Groups,Walk and Talk,50,50,23.68216,2.111294,19.3294
Crossing Groups,Walk and Talk,50,50,25.69388,1.945989,19.25883
Crossing Groups,Walk and Talk,50,50,23.5849,2.120001,19.32362
Crossing Groups,Walk and Talk,50,50,24.94046,2.004775,19.2826
Crossing Groups,Walk and Talk,50,50,23.99033,2.084173,19.18641
Crossing Groups,Walk and Talk,50,50,24.65237,2.028202,19.34447
Crossing Groups,Walk and Talk,50,50,24.20673,2.065542,19.45302
Crossing Groups,Walk and Talk,50,50,23.05771,2.168472,19.34249
Crossing Groups,Walk and Talk,50,50,23.70621,2.109152,19.34473
Crossing Groups,Walk and Talk,50,50,23.18787,2.1563,19.19751
Crossing Groups,Walk and Read,50,1,22.60143,2.212249,19.08121
Crossing Groups,Walk and Read,50,1,19.05936,2.623383,19.20935
Crossing Groups,Walk and Read,50,1,19.51935,2.561561,19.03255
Crossing Groups,Walk and Read,50,1,19.99849,2.500189,19.2506
Crossing Groups,Walk and Read,50,1,21.14262,2.364891,19.48493
Crossing Groups,Walk and Read,50,1,19.46568,2.568623,19.38176
Crossing Groups,Walk and Read,50,1,19.26745,2.59505,19.19741
Crossing Groups,Walk and Read,50,1,18.87778,2.648617,19.09238
Crossing Groups,Walk and Read,50,1,20.44547,2.44553,19.39176
Crossing Groups,Walk and Read,50,1,19.9677,2.504044,19.02905
Crossing Groups,Walk and Read,50,1,19.83759,2.520468,19.12983
Crossing Groups,Walk and Read,50,1,19.05122,2.624503,19.32555
Crossing Groups,Walk and Read,50,1,18.79816,2.659835,19.42118
Crossing Groups,Walk and Read,50,1,18.89441,2.646286,19.11601
Crossing Groups,Walk and Read,50,1,19.69403,2.53884,19.33323
Crossing Groups,Walk and Read,50,1,19.38278,2.579609,19.2944
Crossing Groups,Walk and Read,50,1,19.65643,2.543696,19.2517
Crossing Groups,Walk and Read,50,1,19.62018,2.548397,18.97643
Crossing Groups,Walk and Read,50,1,19.341,2.585181,18.93806
Crossing Groups,Walk and Read,50,1,19.91135,2.511131,19.16651
Crossing Groups,Walk and Read,50,2,23.21337,2.153932,19.33347
Crossing Groups,Walk and Read,50,2,19.41958,2.574721,19.19822
Crossing Groups,Walk and Read,50,2,19.17495,2.607569,19.18907
Crossing Groups,Walk and Read,50,2,19.10944,2.616508,19.17492
Crossing Groups,Walk and Read,50,2,20.13956,2.482675,19.28572
Crossing Groups,Walk and Read,50,2,21.28241,2.349358,19.45889
Crossing Groups,Walk and Read,50,2,21.81918,2.291562,19.64359
Crossing Groups,Walk and Read,50,2,20.19249,2.476168,19.42315
