Scenario, Experiment Name, Total Agents, # Distracted Agents, Simulation Time, Flow Rate, Average Agent Path Length, Average Agent Kinetic Energy Average, Average Agent Effort
Egress,Walk and Talk,50,50,38.37256,1.303015,17.63011,0.3930848,71.47821
Egress,Walk and Talk,50,50,41.49493,1.204966,18.09103,0.3604866,77.77213
Egress,Walk and Talk,50,50,37.71588,1.325701,16.83079,0.3795857,70.23389
Egress,Walk and Talk,50,50,42.58435,1.17414,17.72492,0.3469809,78.10508
Egress,Walk and Talk,50,50,42.41846,1.178732,17.98852,0.358659,78.86122
Egress,Walk and Talk,50,50,41.6131,1.201545,17.64781,0.3563523,77.03385
Egress,Walk and Talk,50,50,43.65082,1.145454,18.08483,0.3358331,81.79175
Egress,Walk and Talk,50,50,44.69159,1.118779,17.73512,0.3663439,78.14024
Egress,Walk and Read,50,1,40.58534,1.231972,18.39475,0.5038879,75.42117
Egress,Walk and Read,50,1,32.78742,1.524975,17.94283,0.5177382,72.03456
Egress,Walk and Read,50,1,32.4788,1.539466,17.99477,0.5289903,73.16877
Egress,Walk and Read,50,1,29.62092,1.687996,17.4652,0.5640495,67.74579
Egress,Walk and Read,50,1,33.28554,1.502154,17.79347,0.5353566,70.80316
Egress,Walk and Read,50,1,33.54495,1.490537,17.91778,0.5126029,72.48478
Egress,Walk and Read,50,1,37.90657,1.319033,17.53958,0.4795078,75.8124
Egress,Walk and Read,50,1,34.18262,1.462732,17.61615,0.5246184,74.10233
Egress,Walk and Read,50,1,32.66049,1.530902,17.62603,0.4991084,72.1552
Egress,Walk and Read,50,1,35.39493,1.412632,17.60131,0.4945443,74.36221
Egress,Walk and Read,50,1,34.48209,1.450028,17.65111,0.5113734,73.21107
Egress,Walk and Read,50,1,32.32773,1.54666,17.31466,0.5215597,70.24075
Egress,Walk and Read,50,1,33.93594,1.473364,18.85194,0.5354495,76.5701
Egress,Walk and Read,50,1,33.03516,1.513539,17.46828,0.4943513,72.18325
Egress,Walk and Read,50,1,32.33929,1.546107,17.31007,0.5085697,70.64908
Egress,Walk and Read,50,1,33.50125,1.492482,17.5832,0.5220687,70.50445
Egress,Walk and Read,50,1,35.80157,1.396587,16.90908,0.4997514,70.51637
Egress,Walk and Read,50,1,30.13336,1.65929,17.997,0.5681323,70.18488
Egress,Walk and Read,50,1,33.43903,1.495259,16.93609,0.5103662,69.94787
Egress,Walk and Read,50,1,34.69678,1.441056,17.88287,0.5140818,74.36819
Egress,Walk and Read,50,2,35.36005,1.414025,17.60184,0.5188316,69.96913
Egress,Walk and Read,50,2,33.27239,1.502747,17.61126,0.4975639,72.2243
Egress,Walk and Read,50,2,34.51954,1.448455,18.14973,0.5123265,74.65823
Egress,Walk and Read,50,2,32.89325,1.520069,17.63834,0.5281714,70.8753
Egress,Walk and Read,50,2,31.54187,1.585195,17.35981,0.5371299,69.5031
Egress,Walk and Read,50,2,33.86618,1.476399,17.18559,0.5103595,70.83385
Egress,Walk and Read,50,2,34.98907,1.429018,17.82539,0.5112996,73.29559
Egress,Walk and Read,50,2,31.40347,1.592181,17.83938,0.5280915,71.73947
Egress,Walk and Read,50,2,32.28717,1.548603,17.36503,0.4962759,72.01138
Egress,Walk and Read,50,2,35.63199,1.403234,17.2697,0.500743,72.64155
Egress,Walk and Read,50,2,30.28882,1.650774,17.88568,0.5430039,70.61926
Egress,Walk and Read,50,2,37.86063,1.320633,17.58976,0.4705177,75.77953
Egress,Walk and Read,50,2,36.73624,1.361054,17.40508,0.5087732,72.81044
Egress,Walk and Read,50,2,33.70718,1.483363,18.05943,0.4990218,74.34827
Egress,Walk and Read,50,2,33.18155,1.506862,18.00894,0.5481166,72.65996
Egress,Walk and Read,50,2,32.14828,1.555293,18.07295,0.5532256,71.67518
Egress,Walk and Read,50,2,40.59222,1.231763,18.24191,0.4403751,83.38017
Egress,Walk and Read,50,2,34.26727,1.459118,17.83829,0.4783635,74.47195
Egress,Walk and Read,50,2,35.80591,1.396418,17.57308,0.4889812,73.72311
Egress,Walk and Read,50,2,35.2572,1.41815,17.6783,0.463405,77.21965
Egress,Walk and Read,50,5,40.3252,1.239919,17.7953,0.4972552,73.77547
Egress,Walk and Read,50,5,41.02121,1.218881,18.24356,0.4091482,86.30518
Egress,Walk and Read,50,5,35.70406,1.400401,18.00434,0.5333087,72.66956
Egress,Walk and Read,50,5,34.67033,1.442155,17.37431,0.4435555,75.96046
Egress,Walk and Read,50,5,37.92944,1.318237,17.44061,0.4254103,79.05338
Egress,Walk and Read,50,5,32.32478,1.546801,17.37745,0.5033181,70.73082
Egress,Walk and Read,50,5,36.66585,1.363667,18.26585,0.4779317,77.43185
Egress,Walk and Read,50,5,34.46625,1.450695,17.3082,0.4818484,70.63667
Egress,Walk and Read,50,5,35.92596,1.391751,17.43214,0.4687981,75.64963
Egress,Walk and Read,50,5,31.86734,1.569005,17.73963,0.5460834,70.86809
Egress,Walk and Read,50,5,32.09439,1.557905,18.00944,0.5191155,72.5336
Egress,Walk and Read,50,5,35.92734,1.391698,18.32713,0.5258325,75.85041
Egress,Walk and Read,50,5,35.62134,1.403653,18.07849,0.5214226,74.02856
Egress,Walk and Read,50,5,36.10864,1.38471,17.29636,0.4655398,76.14512
Egress,Walk and Read,50,5,31.18106,1.603537,17.60229,0.5280123,70.59947
Egress,Walk and Read,50,5,38.22778,1.307949,18.43828,0.5047331,78.00949
Egress,Walk and Read,50,5,34.4624,1.450856,17.38285,0.4760001,74.20453
Egress,Walk and Read,50,5,32.84589,1.522261,17.7121,0.5332748,71.21648
Egress,Walk and Read,50,5,37.6402,1.328367,17.65286,0.4434314,79.36712
Egress,Walk and Read,50,5,35.09308,1.424782,18.30432,0.4825844,77.5467
Egress,Walk and Read,50,10,39.6046,1.26248,18.10736,0.5037615,72.96161
Egress,Walk and Read,50,10,31.79974,1.57234,17.14828,0.4762949,70.99408
Egress,Walk and Read,50,10,34.81439,1.436188,17.37588,0.4995714,71.73621
Egress,Walk and Read,50,10,35.68867,1.401005,17.61064,0.4886434,73.96621
Egress,Walk and Read,50,10,37.00554,1.351149,18.16514,0.505722,75.25679
Egress,Walk and Read,50,10,36.43408,1.372341,17.58084,0.4738741,76.03819
Egress,Walk and Read,50,10,36.10291,1.38493,17.68735,0.472704,75.33364
Egress,Walk and Read,50,10,37.27591,1.341349,17.46593,0.4981866,73.47391
Egress,Walk and Read,50,10,36.52533,1.368913,17.77287,0.4958027,74.65992
Egress,Walk and Read,50,10,32.7652,1.526009,17.89406,0.5562592,70.86166
Egress,Walk and Read,50,10,31.29044,1.597932,17.63544,0.5208347,69.62353
Egress,Walk and Read,50,10,32.54117,1.536515,17.84434,0.5303069,71.16991
Egress,Walk and Read,50,10,32.93976,1.517923,17.57963,0.5180136,70.8097
Egress,Walk and Read,50,10,33.38428,1.497711,17.95365,0.536369,71.81422
Egress,Walk and Read,50,10,31.37109,1.593824,18.03702,0.5183937,71.91676
Egress,Walk and Read,50,10,31.76721,1.57395,18.01711,0.5178538,72.20183
Egress,Walk and Read,50,10,32.0661,1.559279,17.77964,0.5104722,71.05486
Egress,Walk and Read,50,10,33.38837,1.497528,17.50966,0.4989676,71.93692
Egress,Walk and Read,50,10,36.20081,1.381185,17.18631,0.4926275,72.26012
Egress,Walk and Read,50,10,35.65948,1.402151,17.97551,0.5011458,74.31996
Egress,Walk and Read,50,20,41.53671,1.203755,17.82516,0.4859254,74.8608
Egress,Walk and Read,50,20,39.22059,1.27484,17.21541,0.4703027,75.05424
Egress,Walk and Read,50,20,36.62119,1.36533,18.6067,0.5277849,75.25172
Egress,Walk and Read,50,20,34.52584,1.448191,17.65631,0.5042723,72.07373
Egress,Walk and Read,50,20,35.70206,1.40048,18.20106,0.4774877,75.57953
Egress,Walk and Read,50,20,32.71886,1.528171,17.30128,0.5220262,68.82755
Egress,Walk and Read,50,20,35.0439,1.426782,17.23987,0.478218,72.17905
Egress,Walk and Read,50,20,30.54083,1.637152,17.66714,0.5210167,69.41221
Egress,Walk and Read,50,20,36.78802,1.359138,17.98316,0.4882743,74.58807
Egress,Walk and Read,50,20,33.54507,1.490532,17.83817,0.5239993,71.52581
Egress,Walk and Read,50,20,35.7316,1.399322,17.88925,0.4893236,74.67455
Egress,Walk and Read,50,20,33.86383,1.476502,17.37293,0.4928947,70.68428
Egress,Walk and Read,50,20,35.1337,1.423135,17.91205,0.5066275,73.82906
Egress,Walk and Read,50,20,31.32288,1.596277,18.07912,0.5338713,71.36398
Egress,Walk and Read,50,20,32.86404,1.52142,18.294,0.5250134,72.79651
Egress,Walk and Read,50,20,34.51477,1.448655,17.22152,0.4999631,70.75465
Egress,Walk and Read,50,20,31.84857,1.569929,17.9961,0.5392671,70.43467
Egress,Walk and Read,50,20,31.20575,1.602269,17.25065,0.5369963,68.28063
Egress,Walk and Read,50,20,34.35815,1.455259,17.58356,0.4972376,71.49538
Egress,Walk and Read,50,20,32.34174,1.54599,17.60427,0.5176833,69.24868
Egress,Walk and Read,50,30,37.51664,1.332742,17.8413,0.4749528,72.73939
Egress,Walk and Read,50,30,35.47042,1.409625,17.61236,0.5131692,70.89632
Egress,Walk and Read,50,30,37.64519,1.328191,17.80599,0.5129318,72.14064
Egress,Walk and Read,50,30,33.87505,1.476013,17.53614,0.4792136,71.82915
Egress,Walk and Read,50,30,35.72012,1.399771,18.36036,0.4763152,75.51126
Egress,Walk and Read,50,30,36.80106,1.358657,18.50573,0.4891179,77.24836
Egress,Walk and Read,50,30,37.93118,1.318177,17.70744,0.5021077,73.20243
Egress,Walk and Read,50,30,30.8063,1.623044,17.72936,0.5505271,68.58839
Egress,Walk and Read,50,30,34.31424,1.457121,17.57505,0.503442,71.71391
Egress,Walk and Read,50,30,33.1329,1.509074,18.10353,0.5232189,72.80157
Egress,Walk and Read,50,30,35.64496,1.402723,17.56731,0.4631389,74.13267
Egress,Walk and Read,50,30,36.15076,1.383097,17.62775,0.4884194,73.5931
Egress,Walk and Read,50,30,32.68997,1.529521,17.60303,0.5045116,70.59722
Egress,Walk and Read,50,30,36.49561,1.370028,18.07508,0.4633586,76.08166
Egress,Walk and Read,50,30,35.37512,1.413423,17.47466,0.4854749,72.66032
Egress,Walk and Read,50,30,33.07471,1.511729,17.36467,0.5155185,69.69631
Egress,Walk and Read,50,30,31.93134,1.56586,17.22411,0.4833547,69.53482
Egress,Walk and Read,50,30,33.3595,1.498824,17.34408,0.5307367,68.68988
Egress,Walk and Read,50,30,35.86981,1.39393,17.9926,0.4926954,74.39724
Egress,Walk and Read,50,30,37.87,1.320307,17.56728,0.464925,75.41848
Egress,Walk and Read,50,40,38.85166,1.286946,18.33325,0.4918073,73.47147
Egress,Walk and Read,50,40,31.20587,1.602263,17.87508,0.5309201,69.72063
Egress,Walk and Read,50,40,32.40242,1.543095,17.70635,0.5116134,70.08778
Egress,Walk and Read,50,40,33.42657,1.495816,16.76212,0.4899958,68.64078
Egress,Walk and Read,50,40,33.09625,1.510745,17.2523,0.4803854,71.1408
Egress,Walk and Read,50,40,33.54286,1.49063,17.68736,0.5139435,70.20468
Egress,Walk and Read,50,40,33.24353,1.504052,17.77792,0.5183316,69.97646
Egress,Walk and Read,50,40,34.01346,1.470006,18.16187,0.5217372,72.69372
Egress,Walk and Read,50,40,30.88715,1.618796,17.5535,0.5160401,69.00309
Egress,Walk and Read,50,40,32.25137,1.550322,18.11567,0.4952263,72.40044
Egress,Walk and Read,50,40,29.76761,1.679678,17.88091,0.5464907,68.18748
Egress,Walk and Read,50,40,35.59213,1.404805,17.81763,0.4968504,72.30213
Egress,Walk and Read,50,40,32.17767,1.553872,17.38531,0.5032536,68.81769
Egress,Walk and Read,50,40,32.4021,1.54311,17.54905,0.4832579,70.91975
Egress,Walk and Read,50,40,30.81412,1.622633,17.48799,0.5021061,67.37369
Egress,Walk and Read,50,40,34.11478,1.465641,17.83818,0.4913266,70.62025
Egress,Walk and Read,50,40,32.61005,1.53327,17.98575,0.5036069,71.09593
Egress,Walk and Read,50,40,30.34204,1.647879,17.72634,0.5202519,68.15273
Egress,Walk and Read,50,40,35.39685,1.412555,18.51694,0.4954281,75.16811
Egress,Walk and Read,50,40,34.3916,1.453843,18.4473,0.4918566,74.08992
Egress,Walk and Read,50,50,36.99996,1.351353,17.7344,0.4962443,68.81583
Egress,Walk and Read,50,50,31.3469,1.595054,18.02403,0.4894066,70.63796
Egress,Walk and Read,50,50,29.74531,1.680937,17.91117,0.5405858,68.10121
Egress,Walk and Read,50,50,31.22456,1.601304,17.66653,0.4921101,68.10379
Egress,Walk and Read,50,50,31.5919,1.582684,18.12917,0.5174133,70.11182
Egress,Walk and Read,50,50,30.64615,1.631526,18.27285,0.541527,69.76
Egress,Walk and Read,50,50,31.70587,1.576995,17.1024,0.4861826,68.02428
Egress,Walk and Read,50,50,30.32251,1.64894,17.55925,0.5288225,67.62957
Egress,Walk and Read,50,50,30.80627,1.623046,17.9397,0.5265542,68.63838
Egress,Walk and Read,50,50,32.37427,1.544436,18.1105,0.5054972,70.74653
Egress,Walk and Read,50,50,31.82376,1.571153,17.79538,0.5171806,69.45579
Egress,Walk and Read,50,50,29.69086,1.68402,18.06013,0.5299566,68.2412
Egress,Walk and Read,50,50,30.63345,1.632203,18.19263,0.5255444,69.51148
Egress,Walk and Read,50,50,29.8259,1.676396,17.77242,0.5287139,67.48229
Egress,Walk and Read,50,50,30.70557,1.628369,17.71551,0.5165996,68.50504
Egress,Walk and Read,50,50,30.15906,1.657877,17.87126,0.5275819,68.32542
Egress,Walk and Read,50,50,30.70099,1.628612,18.28204,0.5316787,70.00411
Egress,Walk and Read,50,50,33.81323,1.478711,18.12743,0.4892044,71.65781
Egress,Walk and Read,50,50,32.51007,1.537985,17.68818,0.4983987,70.26699
Egress,Walk and Read,50,50,31.85205,1.569758,18.16269,0.4998673,70.92246
Crossing Groups,No distraction,50,0,25.33701,1.973398,19.22312,0.728062,67.79293
Crossing Groups,No distraction,50,0,19.08877,2.619341,19.40127,0.7644985,67.81682
Crossing Groups,No distraction,50,0,18.87831,2.648543,19.12265,0.776347,66.5513
Crossing Groups,No distraction,50,0,19.7361,2.533428,19.40206,0.7277457,68.05741
Crossing Groups,No distraction,50,0,18.80061,2.659488,18.99725,0.7408087,66.29376
Crossing Groups,No distraction,50,0,19.16735,2.608603,19.35926,0.7411184,67.16679
Crossing Groups,No distraction,50,0,19.08401,2.619995,19.31797,0.7470824,67.39436
Crossing Groups,No distraction,50,0,19.07866,2.620729,19.07408,0.7460982,66.48564
Crossing Groups,No distraction,50,0,18.90247,2.645158,19.45592,0.7641492,68.19833
Crossing Groups,No distraction,50,0,18.99869,2.631761,19.26443,0.7648822,66.96886
Crossing Groups,No distraction,50,0,20.53622,2.434722,19.40212,0.7512947,68.44736
Crossing Groups,No distraction,50,0,18.68474,2.675981,19.21755,0.7803385,67.32338
Crossing Groups,No distraction,50,0,18.78697,2.661419,19.32079,0.793108,67.64808
Crossing Groups,No distraction,50,0,18.97572,2.634946,19.12712,0.7650353,66.76119
Crossing Groups,No distraction,50,0,20.1687,2.479089,19.06652,0.7366827,67.85173
Crossing Groups,No distraction,50,0,18.70486,2.673101,19.1387,0.7848998,66.66135
Crossing Groups,No distraction,50,0,18.78098,2.662269,19.32223,0.7923926,67.72973
Crossing Groups,No distraction,50,0,19.39563,2.5779,19.19973,0.7700868,67.69827
Crossing Groups,No distraction,50,0,20.44418,2.445683,19.34735,0.7497877,68.15012
Crossing Groups,No distraction,50,0,19.06723,2.6223,19.26762,0.7741334,67.43245
Crossing Groups,Walk and Text,50,1,24.72899,2.021918,19.42927,0.7445216,67.15574
Crossing Groups,Walk and Text,50,1,21.03285,2.377233,19.24281,0.7375804,67.77805
Crossing Groups,Walk and Text,50,1,21.31863,2.345366,19.17044,0.7425783,67.3303
Crossing Groups,Walk and Text,50,1,19.18165,2.606658,19.36573,0.7486213,67.76659
Crossing Groups,Walk and Text,50,1,19.6688,2.542097,19.21645,0.7273605,67.78165
Crossing Groups,Walk and Text,50,1,20.25463,2.468571,19.25208,0.72608,67.71304
Crossing Groups,Walk and Text,50,1,19.51337,2.562345,19.59682,0.7501882,68.64754
Crossing Groups,Walk and Text,50,1,20.97226,2.384102,19.21127,0.7695813,67.37983
Crossing Groups,Walk and Text,50,1,21.40866,2.335503,19.18813,0.7005357,67.79585
Crossing Groups,Walk and Text,50,1,21.06721,2.373356,19.4795,0.778038,68.05456
Crossing Groups,Walk and Text,50,1,19.04318,2.625612,19.1455,0.7473535,67.12865
Crossing Groups,Walk and Text,50,1,22.11198,2.261217,19.28471,0.7470997,67.86536
Crossing Groups,Walk and Text,50,1,19.29134,2.591837,19.04283,0.7553598,66.78777
Crossing Groups,Walk and Text,50,1,21.37469,2.339215,19.46807,0.7612237,68.27445
Crossing Groups,Walk and Text,50,1,19.8465,2.519336,19.40971,0.7667578,67.92208
Crossing Groups,Walk and Text,50,1,20.12558,2.484401,18.92922,0.6968998,67.33881
Crossing Groups,Walk and Text,50,1,20.69766,2.415732,19.18037,0.7517118,66.72755
Crossing Groups,Walk and Text,50,1,20.66504,2.419545,18.94273,0.6782866,67.85741
Crossing Groups,Walk and Text,50,1,19.09003,2.619169,19.31973,0.7629694,67.58157
Crossing Groups,Walk and Text,50,1,19.75644,2.53082,19.1922,0.7562776,67.40511
Crossing Groups,Walk and Text,50,2,28.41356,1.759723,19.03153,0.7007056,67.18867
Crossing Groups,Walk and Text,50,2,21.52259,2.323141,19.23707,0.758739,67.62349
Crossing Groups,Walk and Text,50,2,20.03094,2.496138,19.40231,0.727181,68.18829
Crossing Groups,Walk and Text,50,2,22.61808,2.210621,19.44982,0.689337,69.78806
Crossing Groups,Walk and Text,50,2,19.67796,2.540913,19.18503,0.7442117,67.46611
Crossing Groups,Walk and Text,50,2,21.88503,2.284667,19.09584,0.7359927,67.1936
Crossing Groups,Walk and Text,50,2,21.62614,2.312016,19.1392,0.7399005,67.34518
Crossing Groups,Walk and Text,50,2,21.65146,2.309313,19.2928,0.7184279,68.24673
Crossing Groups,Walk and Text,50,2,20.32857,2.459593,19.22714,0.7154107,67.78571
Crossing Groups,Walk and Text,50,2,22.76921,2.195948,19.29538,0.7412649,67.44849
Crossing Groups,Walk and Text,50,2,22.80913,2.192105,18.93906,0.7268595,66.09141
Crossing Groups,Walk and Text,50,2,21.42432,2.333797,19.3351,0.7110327,67.9344
Crossing Groups,Walk and Text,50,2,22.134,2.258968,19.43096,0.7077686,67.81245
Crossing Groups,Walk and Text,50,2,21.66629,2.307732,19.06845,0.7376511,67.38922
Crossing Groups,Walk and Text,50,2,19.78674,2.526944,19.23428,0.7025169,68.23409
Crossing Groups,Walk and Text,50,2,21.76239,2.297542,19.26735,0.7410641,67.80905
Crossing Groups,Walk and Text,50,2,21.00937,2.379891,19.58841,0.7099193,69.23508
Crossing Groups,Walk and Text,50,2,22.38525,2.233613,19.37803,0.7665407,67.92289
Crossing Groups,Walk and Text,50,2,21.15436,2.363579,19.21756,0.7093744,67.81924
Crossing Groups,Walk and Text,50,2,22.0408,2.26852,19.32417,0.7092232,68.44862
Crossing Groups,Walk and Text,50,5,26.00097,1.923005,19.41285,0.6981733,68.49152
Crossing Groups,Walk and Text,50,5,24.05544,2.078532,19.30811,0.6467485,69.98203
Crossing Groups,Walk and Text,50,5,25.5052,1.960384,19.64778,0.6461427,71.38441
Crossing Groups,Walk and Text,50,5,22.44426,2.227741,19.14148,0.643412,69.09512
Crossing Groups,Walk and Text,50,5,23.42429,2.134536,19.33933,0.7063277,68.31435
Crossing Groups,Walk and Text,50,5,26.25912,1.904101,19.55351,0.5882284,73.15939
Crossing Groups,Walk and Text,50,5,22.6091,2.211499,19.3032,0.6151645,70.82918
Crossing Groups,Walk and Text,50,5,24.17763,2.068027,19.58969,0.6708175,69.80339
Crossing Groups,Walk and Text,50,5,20.59824,2.427392,18.93546,0.6688088,67.54819
Crossing Groups,Walk and Text,50,5,23.04337,2.169822,19.3667,0.6734924,69.12136
Crossing Groups,Walk and Text,50,5,22.06531,2.266001,19.35753,0.7197044,68.26106
Crossing Groups,Walk and Text,50,5,21.71274,2.302796,19.22146,0.6733465,68.46303
Crossing Groups,Walk and Text,50,5,22.7291,2.199824,19.2163,0.744927,67.63905
Crossing Groups,Walk and Text,50,5,22.42017,2.230135,18.99899,0.6811494,67.8984
Crossing Groups,Walk and Text,50,5,23.30682,2.145294,19.28895,0.6770701,68.43372
Crossing Groups,Walk and Text,50,5,22.2254,2.249678,19.32815,0.6678554,69.01984
Crossing Groups,Walk and Text,50,5,24.84207,2.012715,19.15496,0.6458492,69.54675
Crossing Groups,Walk and Text,50,5,25.45844,1.963986,19.29171,0.6271238,70.406
Crossing Groups,Walk and Text,50,5,21.81592,2.291904,19.37313,0.6624385,68.95144
Crossing Groups,Walk and Text,50,5,28.0387,1.78325,19.39116,0.6241276,71.18695
Crossing Groups,Walk and Text,50,10,29.65444,1.686088,19.17367,0.6270911,68.29987
Crossing Groups,Walk and Text,50,10,27.99578,1.785983,19.2178,0.5565113,72.99418
Crossing Groups,Walk and Text,50,10,22.91297,2.18217,19.35108,0.6268664,70.03422
Crossing Groups,Walk and Text,50,10,28.39038,1.76116,19.33397,0.5062407,77.18642
Crossing Groups,Walk and Text,50,10,27.68706,1.805898,19.41876,0.6189684,70.90447
Crossing Groups,Walk and Text,50,10,27.76811,1.800627,19.46455,0.5415827,74.59423
Crossing Groups,Walk and Text,50,10,26.35767,1.896981,19.45102,0.5707936,73.2019
Crossing Groups,Walk and Text,50,10,26.13647,1.913035,19.39775,0.5617839,72.47854
Crossing Groups,Walk and Text,50,10,26.51718,1.88557,19.42616,0.6035331,70.85666
Crossing Groups,Walk and Text,50,10,22.84752,2.188421,19.33943,0.6554551,68.79623
Crossing Groups,Walk and Text,50,10,26.39398,1.894371,19.06906,0.5968382,69.99139
Crossing Groups,Walk and Text,50,10,28.14822,1.776311,19.63764,0.5606233,74.76627
Crossing Groups,Walk and Text,50,10,24.13086,2.072036,19.29251,0.6104881,70.41503
Crossing Groups,Walk and Text,50,10,31.50003,1.5873,19.71081,0.462977,81.85117
Crossing Groups,Walk and Text,50,10,23.78003,2.102605,19.41889,0.610255,70.48848
Crossing Groups,Walk and Text,50,10,23.43451,2.133605,19.34289,0.6200194,70.14204
Crossing Groups,Walk and Text,50,10,23.7532,2.104979,19.48614,0.6171046,70.77331
Crossing Groups,Walk and Text,50,10,26.92648,1.856908,19.49904,0.6453266,70.13311
Crossing Groups,Walk and Text,50,10,25.79391,1.938442,19.57182,0.6527532,69.71949
Crossing Groups,Walk and Text,50,10,25.11496,1.990845,19.26651,0.5740742,71.83241
Crossing Groups,Walk and Text,50,20,32.02976,1.561048,19.55309,0.535375,72.48211
Crossing Groups,Walk and Text,50,20,30.54694,1.636825,19.63009,0.4846569,78.22311
Crossing Groups,Walk and Text,50,20,27.78188,1.799734,19.39932,0.5387721,72.99207
Crossing Groups,Walk and Text,50,20,43.79101,1.141787,19.98258,0.4165206,89.12505
Crossing Groups,Walk and Text,50,20,38.30891,1.305179,19.91849,0.4464318,85.53157
Crossing Groups,Walk and Text,50,20,35.02258,1.42765,19.70837,0.4707695,80.62476
Crossing Groups,Walk and Text,50,20,29.47018,1.69663,19.45149,0.5358477,74.0407
Crossing Groups,Walk and Text,50,20,25.68857,1.946391,19.54887,0.5272903,73.79932
Crossing Groups,Walk and Text,50,20,29.69122,1.683999,19.44635,0.5111796,76.09118
Crossing Groups,Walk and Text,50,20,28.41086,1.759891,19.40223,0.5569163,73.82805
Crossing Groups,Walk and Text,50,20,27.06979,1.847077,19.47107,0.5387673,73.13582
Crossing Groups,Walk and Text,50,20,26.48206,1.888071,19.34215,0.5761263,72.14065
Crossing Groups,Walk and Text,50,20,30.83215,1.621684,19.40758,0.5079877,75.7915
Crossing Groups,Walk and Text,50,20,29.56052,1.691445,19.5162,0.5064558,75.41126
Crossing Groups,Walk and Text,50,20,28.21725,1.771965,19.32679,0.5097759,75.34843
Crossing Groups,Walk and Text,50,20,36.29919,1.377441,19.70447,0.4819605,82.08894
Crossing Groups,Walk and Text,50,20,28.40942,1.759979,19.30558,0.5211473,74.52165
Crossing Groups,Walk and Text,50,20,27.40271,1.824637,19.32129,0.5041656,74.55621
Crossing Groups,Walk and Text,50,20,24.15204,2.070219,19.49667,0.5487472,71.92725
Crossing Groups,Walk and Text,50,20,29.31476,1.705626,19.54468,0.5653008,73.11823
Crossing Groups,Walk and Text,50,30,38.01549,1.315253,19.94678,0.4341366,80.60606
Crossing Groups,Walk and Text,50,30,39.3076,1.272019,19.81252,0.4379534,84.5014
Crossing Groups,Walk and Text,50,30,28.9231,1.728722,19.63554,0.450455,78.72226
Crossing Groups,Walk and Text,50,30,33.42471,1.495899,19.51353,0.466044,77.49124
Crossing Groups,Walk and Text,50,30,29.87282,1.673762,19.52577,0.4751695,76.90291
Crossing Groups,Walk and Text,50,30,28.79701,1.736291,19.39645,0.5170246,72.3446
Crossing Groups,Walk and Text,50,30,29.15529,1.714955,19.42244,0.4666814,76.74682
Crossing Groups,Walk and Text,50,30,30.18974,1.656192,19.78258,0.4725653,76.97947
Crossing Groups,Walk and Text,50,30,35.04913,1.426569,20.19546,0.4360374,84.13508
Crossing Groups,Walk and Text,50,30,35.09891,1.424546,19.57629,0.4552359,81.60002
Crossing Groups,Walk and Text,50,30,31.8064,1.572011,19.52663,0.4609586,77.91727
Crossing Groups,Walk and Text,50,30,33.7558,1.481227,19.52471,0.4639931,78.60229
Crossing Groups,Walk and Text,50,30,32.61743,1.532923,19.67,0.4461416,81.07739
Crossing Groups,Walk and Text,50,30,27.78149,1.799759,19.52303,0.4721842,76.69619
Crossing Groups,Walk and Text,50,30,33.91977,1.474067,19.75531,0.4299739,81.55375
Crossing Groups,Walk and Text,50,30,33.36264,1.498682,19.6146,0.403845,84.96844
Crossing Groups,Walk and Text,50,30,31.98547,1.56321,19.62089,0.4683295,77.18196
Crossing Groups,Walk and Text,50,30,29.59509,1.689469,19.59005,0.4937071,75.8511
Crossing Groups,Walk and Text,50,30,34.52051,1.448414,19.62098,0.4403603,81.25576
Crossing Groups,Walk and Text,50,30,31.0528,1.610161,19.69906,0.4306463,81.53551
Crossing Groups,Walk and Text,50,40,38.13544,1.311116,19.79969,0.4124649,82.07076
Crossing Groups,Walk and Text,50,40,33.63227,1.486667,20.00898,0.4130628,83.83502
Crossing Groups,Walk and Text,50,40,31.36559,1.594103,19.828,0.4372312,78.44817
Crossing Groups,Walk and Text,50,40,38.71446,1.291507,19.9708,0.4026506,85.8853
Crossing Groups,Walk and Text,50,40,32.20306,1.552647,20.03529,0.4227605,81.24983
Crossing Groups,Walk and Text,50,40,30.2204,1.654512,19.79302,0.4464552,78.51134
Crossing Groups,Walk and Text,50,40,31.60622,1.581967,19.879,0.4411738,78.91582
Crossing Groups,Walk and Text,50,40,27.5195,1.816893,19.73084,0.4886359,76.20943
Crossing Groups,Walk and Text,50,40,36.72498,1.361471,20.06317,0.4113939,85.03541
Crossing Groups,Walk and Text,50,40,30.18762,1.656308,19.57236,0.460321,76.3781
Crossing Groups,Walk and Text,50,40,33.03214,1.513677,19.93028,0.4395062,81.00928
Crossing Groups,Walk and Text,50,40,38.38876,1.302464,20.39317,0.3915122,89.59712
Crossing Groups,Walk and Text,50,40,34.01086,1.470119,19.74685,0.4299728,80.06104
Crossing Groups,Walk and Text,50,40,34.0181,1.469806,20.23889,0.4225829,83.59489
Crossing Groups,Walk and Text,50,40,32.77945,1.525346,19.67412,0.4539835,78.44019
Crossing Groups,Walk and Text,50,40,37.72159,1.325501,19.98829,0.3753984,89.53759
Crossing Groups,Walk and Text,50,40,32.69501,1.529285,19.86502,0.4438014,79.3418
