Scenario, Experiment Name, Total Agents, # Distracted Agents, Simulation Time, Flow Rate, Average Agent Path Length, Average Agent Kinetic Energy Average, Average Agent Effort
Crossing Groups,Walk and Text,50,40,29.41937,1.69956,19.81252,0.4536602,77.2681
Crossing Groups,Walk and Text,50,40,29.20526,1.71202,19.72167,0.4589076,77.96194
Crossing Groups,Walk and Text,50,40,35.83966,1.395103,19.77707,0.3980507,84.15036
Crossing Groups,Walk and Text,50,50,36.32646,1.376407,19.78384,0.4225873,78.65008
Crossing Groups,Walk and Text,50,50,36.35729,1.37524,20.13195,0.3669582,88.93624
Crossing Groups,Walk and Text,50,50,32.96566,1.51673,19.97703,0.4198709,80.92216
Crossing Groups,Walk and Text,50,50,39.80747,1.256046,19.95673,0.3604009,90.56343
Crossing Groups,Walk and Text,50,50,33.03549,1.513524,19.7376,0.4193949,80.48419
Crossing Groups,Walk and Text,50,50,34.46768,1.450634,20.01654,0.4171926,81.81374
Crossing Groups,Walk and Text,50,50,36.87823,1.355813,19.82153,0.3869106,85.02828
Crossing Groups,Walk and Text,50,50,38.24069,1.307508,19.97169,0.3735248,87.96826
Crossing Groups,Walk and Text,50,50,35.04803,1.426614,19.90482,0.3862735,85.33099
Crossing Groups,Walk and Text,50,50,45.34363,1.102691,20.12723,0.319263,98.47974
Crossing Groups,Walk and Text,50,50,30.12482,1.659761,19.93283,0.4336701,79.07848
Crossing Groups,Walk and Text,50,50,31.97958,1.563498,19.53369,0.4019309,80.67851
Crossing Groups,Walk and Text,50,50,35.83871,1.395139,20.35034,0.4120443,83.88452
Crossing Groups,Walk and Text,50,50,39.06845,1.279805,20.30045,0.3663195,90.23368
Crossing Groups,Walk and Text,50,50,34.30386,1.457562,19.77869,0.4047017,83.20013
Crossing Groups,Walk and Text,50,50,42.47119,1.177269,19.77981,0.3341214,95.62198
Crossing Groups,Walk and Text,50,50,42.65424,1.172217,20.41086,0.3413001,94.67287
Crossing Groups,Walk and Text,50,50,45.00726,1.110932,20.243,0.3628561,91.86774
Crossing Groups,Walk and Text,50,50,40.42871,1.236745,20.32536,0.3622284,91.16965
Crossing Groups,Walk and Text,50,50,36.55414,1.367834,19.9472,0.4145847,82.72859
Crossing Groups,Walk and Talk,50,1,24.3725,2.051492,19.80089,0.7508856,69.44726
Crossing Groups,Walk and Talk,50,1,19.15345,2.610495,19.24566,0.7380301,67.75566
Crossing Groups,Walk and Talk,50,1,20.52233,2.43637,19.31159,0.725987,68.20823
Crossing Groups,Walk and Talk,50,1,20.84225,2.398973,19.42992,0.7617372,67.62278
Crossing Groups,Walk and Talk,50,1,20.9698,2.384382,19.19241,0.7753778,67.15838
Crossing Groups,Walk and Talk,50,1,21.26369,2.351427,19.02568,0.7464012,66.68495
Crossing Groups,Walk and Talk,50,1,20.92555,2.389423,19.34692,0.7871652,67.70846
Crossing Groups,Walk and Talk,50,1,20.26198,2.467676,19.50926,0.7150662,69.12297
Crossing Groups,Walk and Talk,50,1,19.823,2.522323,19.18709,0.7296765,67.28633
Crossing Groups,Walk and Talk,50,1,18.7603,2.665203,19.22134,0.7746741,67.24599
Crossing Groups,Walk and Talk,50,1,20.98888,2.382214,19.03986,0.7625474,67.13197
Crossing Groups,Walk and Talk,50,1,21.15396,2.363624,19.38529,0.7387516,67.92407
Crossing Groups,Walk and Talk,50,1,19.10223,2.617495,19.16797,0.7488161,67.1771
Crossing Groups,Walk and Talk,50,1,19.13586,2.612895,19.40247,0.7546259,68.29812
Crossing Groups,Walk and Talk,50,1,22.15771,2.25655,18.99503,0.7388354,66.85208
Crossing Groups,Walk and Talk,50,1,19.92712,2.509143,18.82487,0.7556548,65.74972
Crossing Groups,Walk and Talk,50,1,20.18817,2.476698,19.66944,0.7724205,68.47275
Crossing Groups,Walk and Talk,50,1,18.96405,2.636568,19.31287,0.765556,67.49706
Crossing Groups,Walk and Talk,50,1,20.14929,2.481477,19.30638,0.7385144,68.00416
Crossing Groups,Walk and Talk,50,1,18.70987,2.672386,19.23375,0.7651102,67.29578
Crossing Groups,Walk and Talk,50,2,24.3308,2.055008,19.06554,0.7403717,66.11319
Crossing Groups,Walk and Talk,50,2,21.73723,2.300201,19.49194,0.7569301,68.54219
Crossing Groups,Walk and Talk,50,2,21.64133,2.310394,19.11854,0.7529898,66.95022
Crossing Groups,Walk and Talk,50,2,19.75982,2.530388,19.35978,0.7687975,67.72938
Crossing Groups,Walk and Talk,50,2,22.28774,2.243386,19.13458,0.7458711,67.16245
Crossing Groups,Walk and Talk,50,2,20.02296,2.497133,19.27719,0.7503328,67.29664
Crossing Groups,Walk and Talk,50,2,21.22617,2.355583,19.20068,0.7838797,67.35093
Crossing Groups,Walk and Talk,50,2,22.0248,2.270169,19.04435,0.7675571,66.65645
Crossing Groups,Walk and Talk,50,2,18.93048,2.641243,19.02876,0.757102,66.70019
Crossing Groups,Walk and Talk,50,2,19.60876,2.54988,19.1056,0.73832,66.74758
Crossing Groups,Walk and Talk,50,2,21.09312,2.370441,19.4454,0.7465399,68.22076
Crossing Groups,Walk and Talk,50,2,20.18277,2.477361,18.85111,0.7605212,66.14501
Crossing Groups,Walk and Talk,50,2,18.99074,2.632862,19.11192,0.7605809,66.73071
Crossing Groups,Walk and Talk,50,2,19.77942,2.52788,19.31162,0.768869,67.43238
Crossing Groups,Walk and Talk,50,2,23.34509,2.141778,19.34503,0.6863176,69.37513
Crossing Groups,Walk and Talk,50,2,19.18005,2.606875,19.0438,0.7465121,66.71579
Crossing Groups,Walk and Talk,50,2,19.50552,2.563376,19.26826,0.7510222,67.80698
Crossing Groups,Walk and Talk,50,2,19.42227,2.574364,19.19039,0.7622077,67.69567
Crossing Groups,Walk and Talk,50,2,19.76746,2.52941,19.37546,0.7411573,68.24699
Crossing Groups,Walk and Talk,50,2,20.22748,2.471885,19.22367,0.7669545,67.33138
Crossing Groups,Walk and Talk,50,5,25.35846,1.971728,19.25524,0.7218143,66.97996
Crossing Groups,Walk and Talk,50,5,21.71725,2.302318,19.22197,0.7542408,67.37674
Crossing Groups,Walk and Talk,50,5,21.95972,2.276896,19.172,0.7283519,67.48351
Crossing Groups,Walk and Talk,50,5,22.45737,2.226441,19.18479,0.7419398,67.19502
Crossing Groups,Walk and Talk,50,5,20.52113,2.436513,18.90239,0.7269179,66.5895
Crossing Groups,Walk and Talk,50,5,21.27748,2.349902,18.79392,0.7077869,66.33311
Crossing Groups,Walk and Talk,50,5,22.19029,2.253237,19.48672,0.7632058,68.07339
Crossing Groups,Walk and Talk,50,5,20.36223,2.455527,19.31155,0.7196214,67.95721
Crossing Groups,Walk and Talk,50,5,21.78558,2.295096,19.29974,0.7044298,68.11036
Crossing Groups,Walk and Talk,50,5,21.80537,2.293013,19.59013,0.7214653,68.66559
Crossing Groups,Walk and Talk,50,5,20.74165,2.410608,19.09569,0.7233496,67.33164
Crossing Groups,Walk and Talk,50,5,20.43951,2.446242,19.33445,0.7189443,67.93046
Crossing Groups,Walk and Talk,50,5,20.67532,2.418342,19.17616,0.70422,67.49488
Crossing Groups,Walk and Talk,50,5,22.73962,2.198805,19.2767,0.7380108,67.6161
Crossing Groups,Walk and Talk,50,5,21.89868,2.283242,19.11216,0.7085547,67.11136
Crossing Groups,Walk and Talk,50,5,20.1062,2.486795,19.48668,0.7065154,68.74084
Crossing Groups,Walk and Talk,50,5,22.63757,2.208717,19.08878,0.7311335,66.938
Crossing Groups,Walk and Talk,50,5,21.85416,2.287894,19.1004,0.7509532,66.96853
Crossing Groups,Walk and Talk,50,5,21.02551,2.378063,18.8373,0.7295633,66.13702
Crossing Groups,Walk and Talk,50,5,20.76025,2.408448,19.0735,0.7279366,66.95094
Crossing Groups,Walk and Talk,50,10,26.06068,1.918599,19.23575,0.6691684,66.94221
Crossing Groups,Walk and Talk,50,10,21.98733,2.274037,19.46815,0.6783559,68.83993
Crossing Groups,Walk and Talk,50,10,20.44898,2.44511,18.93416,0.6928315,66.82468
Crossing Groups,Walk and Talk,50,10,22.88079,2.185239,19.21606,0.6810509,67.90398
Crossing Groups,Walk and Talk,50,10,21.55808,2.319316,19.09735,0.6936171,67.60889
Crossing Groups,Walk and Talk,50,10,21.69976,2.304173,19.1831,0.6918268,68.11953
Crossing Groups,Walk and Talk,50,10,23.16183,2.158724,19.49968,0.6733194,69.56261
Crossing Groups,Walk and Talk,50,10,20.58012,2.429529,19.34475,0.7098416,68.1538
Crossing Groups,Walk and Talk,50,10,21.7374,2.300184,18.98918,0.6901486,67.19385
Crossing Groups,Walk and Talk,50,10,22.49532,2.222685,19.36962,0.6930434,69.06318
Crossing Groups,Walk and Talk,50,10,21.99117,2.27364,19.2149,0.701044,68.06152
Crossing Groups,Walk and Talk,50,10,22.43547,2.228614,19.37093,0.6826302,68.72717
Crossing Groups,Walk and Talk,50,10,23.04468,2.169698,19.31964,0.6218786,69.6844
Crossing Groups,Walk and Talk,50,10,21.74982,2.29887,19.25989,0.7217829,67.7976
Crossing Groups,Walk and Talk,50,10,22.0701,2.265509,19.40499,0.6911586,68.66502
Crossing Groups,Walk and Talk,50,10,22.39587,2.232554,19.30032,0.659726,69.08073
Crossing Groups,Walk and Talk,50,10,21.45135,2.330855,19.23967,0.711586,67.85668
Crossing Groups,Walk and Talk,50,10,21.3183,2.345403,19.61414,0.6983913,69.37102
Crossing Groups,Walk and Talk,50,10,21.89908,2.283201,19.27433,0.6997438,68.14272
Crossing Groups,Walk and Talk,50,10,22.94186,2.179422,19.32539,0.6708046,68.83864
Crossing Groups,Walk and Talk,50,20,27.75682,1.801359,19.27521,0.6361344,67.46625
Crossing Groups,Walk and Talk,50,20,22.187,2.253572,19.25202,0.6683725,68.1117
Crossing Groups,Walk and Talk,50,20,22.46583,2.225602,19.5126,0.6576923,69.43182
Crossing Groups,Walk and Talk,50,20,23.06136,2.168128,19.48547,0.6436818,69.24072
Crossing Groups,Walk and Talk,50,20,22.28995,2.243164,19.34115,0.6313504,68.84177
Crossing Groups,Walk and Talk,50,20,22.53756,2.218519,19.37417,0.6439574,68.73183
Crossing Groups,Walk and Talk,50,20,22.43669,2.228492,19.36301,0.639317,68.78201
Crossing Groups,Walk and Talk,50,20,22.15602,2.256723,19.16287,0.6258599,68.11343
Crossing Groups,Walk and Talk,50,20,22.26546,2.245631,19.26868,0.649077,68.01542
Crossing Groups,Walk and Talk,50,20,22.70897,2.201773,19.27445,0.6141971,69.13031
Crossing Groups,Walk and Talk,50,20,22.1917,2.253095,19.27195,0.6344686,68.78154
Crossing Groups,Walk and Talk,50,20,22.06471,2.266062,19.19265,0.6595731,68.05919
Crossing Groups,Walk and Talk,50,20,22.16281,2.256032,19.25357,0.6361473,68.31381
Crossing Groups,Walk and Talk,50,20,22.38177,2.23396,19.4295,0.668226,68.77538
Crossing Groups,Walk and Talk,50,20,26.82843,1.863695,19.33338,0.5899683,70.63097
Crossing Groups,Walk and Talk,50,20,22.33221,2.238918,19.20703,0.6433846,68.02347
Crossing Groups,Walk and Talk,50,20,22.13098,2.259276,19.4716,0.6114372,69.04263
Crossing Groups,Walk and Talk,50,20,23.18353,2.156703,19.1853,0.6294243,68.20761
Crossing Groups,Walk and Talk,50,20,22.4389,2.228273,19.17298,0.6304862,68.52545
Crossing Groups,Walk and Talk,50,20,22.5827,2.214084,19.25642,0.635642,68.34241
Crossing Groups,Walk and Talk,50,30,26.93259,1.856487,19.30279,0.5643055,68.16437
Crossing Groups,Walk and Talk,50,30,22.94884,2.178759,18.95379,0.5846351,67.82854
Crossing Groups,Walk and Talk,50,30,22.30225,2.241926,19.22154,0.5829732,68.54339
Crossing Groups,Walk and Talk,50,30,24.66013,2.027565,19.44378,0.5492396,70.94888
Crossing Groups,Walk and Talk,50,30,22.9882,2.175029,19.32821,0.5822328,69.23025
Crossing Groups,Walk and Talk,50,30,22.36797,2.23534,19.32893,0.6141481,68.53419
Crossing Groups,Walk and Talk,50,30,23.51712,2.126111,19.47724,0.5541069,69.71233
Crossing Groups,Walk and Talk,50,30,23.66977,2.112399,19.06658,0.562397,68.43361
Crossing Groups,Walk and Talk,50,30,23.32921,2.143236,19.30188,0.5897589,68.91235
Crossing Groups,Walk and Talk,50,30,23.40771,2.136048,19.19117,0.5993473,68.54799
Crossing Groups,Walk and Talk,50,30,23.41356,2.135515,19.53508,0.556907,69.78127
Crossing Groups,Walk and Talk,50,30,24.09894,2.07478,19.31712,0.5574976,69.85606
Crossing Groups,Walk and Talk,50,30,23.99234,2.083998,19.61222,0.5601649,70.36523
Crossing Groups,Walk and Talk,50,30,22.87964,2.185349,19.39323,0.5552882,69.49423
Crossing Groups,Walk and Talk,50,30,23.75888,2.104476,19.63516,0.5821634,70.5473
Crossing Groups,Walk and Talk,50,30,22.2348,2.248727,19.08707,0.5813394,68.10421
Crossing Groups,Walk and Talk,50,30,23.25018,2.150521,19.47284,0.5990864,69.04192
Crossing Groups,Walk and Talk,50,30,22.33112,2.239028,19.2604,0.6209965,68.21924
Crossing Groups,Walk and Talk,50,30,22.99866,2.17404,19.26343,0.5850071,68.76664
Crossing Groups,Walk and Talk,50,30,22.42902,2.229255,19.11634,0.579807,68.09446
Crossing Groups,Walk and Talk,50,40,27.94695,1.789104,19.42626,0.5135607,69.43855
Crossing Groups,Walk and Talk,50,40,23.04108,2.170037,19.01426,0.5642825,68.26695
Crossing Groups,Walk and Talk,50,40,23.65934,2.11333,19.11325,0.5137909,69.62229
Crossing Groups,Walk and Talk,50,40,23.58182,2.120278,19.26113,0.5416154,69.26942
Crossing Groups,Walk and Talk,50,40,26.26958,1.903342,19.66353,0.5309433,71.98418
Crossing Groups,Walk and Talk,50,40,22.6765,2.204926,19.39615,0.5519136,69.84273
Crossing Groups,Walk and Talk,50,40,22.68866,2.203744,19.11586,0.5385236,68.65492
Crossing Groups,Walk and Talk,50,40,24.79927,2.016188,19.56306,0.5087534,71.94815
Crossing Groups,Walk and Talk,50,40,23.58838,2.119688,19.30015,0.5382863,69.49068
Crossing Groups,Walk and Talk,50,40,23.79216,2.101533,19.40302,0.5341254,69.93581
Crossing Groups,Walk and Talk,50,40,25.08583,1.993157,19.35552,0.5245305,70.51157
Crossing Groups,Walk and Talk,50,40,22.79639,2.19333,19.43854,0.5671496,69.35188
Crossing Groups,Walk and Talk,50,40,22.67911,2.204672,19.12351,0.5484961,68.80064
Crossing Groups,Walk and Talk,50,40,22.46591,2.225594,19.02244,0.5407977,68.48723
Crossing Groups,Walk and Talk,50,40,23.1741,2.157581,19.51111,0.5375097,70.33453
Crossing Groups,Walk and Talk,50,40,23.16226,2.158684,19.12766,0.5399905,69.25681
Crossing Groups,Walk and Talk,50,40,23.25497,2.150078,19.34371,0.5406538,69.56307
Crossing Groups,Walk and Talk,50,40,23.48303,2.129197,19.43367,0.5495988,70.0881
Crossing Groups,Walk and Talk,50,40,24.05231,2.078803,19.57777,0.5271977,70.73536
Crossing Groups,Walk and Talk,50,40,22.75259,2.197552,19.39579,0.5566077,69.22907
Crossing Groups,Walk and Talk,50,50,26.9804,1.853197,19.4069,0.5226486,68.95193
Crossing Groups,Walk and Talk,50,50,23.86777,2.094875,19.02939,0.5123099,68.48625
Crossing Groups,Walk and Talk,50,50,23.81564,2.09946,19.16568,0.5086033,69.43722
Crossing Groups,Walk and Talk,50,50,24.54528,2.037051,19.45758,0.491533,70.98549
Crossing Groups,Walk and Talk,50,50,23.45219,2.131997,19.10122,0.515319,68.84605
Crossing Groups,Walk and Talk,50,50,23.58234,2.120231,19.47091,0.5107222,70.23684
Crossing Groups,Walk and Talk,50,50,24.13274,2.071874,19.13771,0.4987623,69.68739
Crossing Groups,Walk and Talk,50,50,24.52518,2.038721,19.205,0.4775437,70.33281
Crossing Groups,Walk and Talk,50,50,24.9285,2.005737,19.2578,0.4871753,70.472
Crossing Groups,Walk and Talk,50,50,23.84949,2.096481,19.39893,0.4992845,70.29902
Crossing Groups,Walk and Talk,50,50,23.99596,2.083684,19.16474,0.496407,69.80602
Crossing Groups,Walk and Talk,50,50,23.94205,2.088376,19.25582,0.4824264,70.41029
Crossing Groups,Walk and Talk,50,50,25.18839,1.985042,18.99592,0.4603727,71.00142
Crossing Groups,Walk and Talk,50,50,23.67148,2.112247,19.0567,0.5176555,68.94267
Crossing Groups,Walk and Talk,50,50,23.14706,2.160101,19.09602,0.5114681,68.98441
Crossing Groups,Walk and Talk,50,50,24.70349,2.024005,19.23374,0.4989007,69.78063
Crossing Groups,Walk and Talk,50,50,24.17178,2.068527,19.29573,0.4892277,70.35621
Crossing Groups,Walk and Talk,50,50,23.82639,2.098514,19.31779,0.496392,70.1625
Crossing Groups,Walk and Talk,50,50,23.36871,2.139613,19.23624,0.5197568,69.54471
Crossing Groups,Walk and Talk,50,50,23.7551,2.104811,19.04315,0.4926972,69.22192
Crossing Groups,Walk and Read,50,1,23.97382,2.085608,19.27055,0.7544529,67.3394
Crossing Groups,Walk and Read,50,1,19.15722,2.609981,19.1989,0.765165,67.51404
Crossing Groups,Walk and Read,50,1,19.63609,2.546332,18.95422,0.7527797,66.59674
Crossing Groups,Walk and Read,50,1,20.91338,2.390814,19.50523,0.7403905,68.64177
Crossing Groups,Walk and Read,50,1,19.78974,2.526561,18.97375,0.7519499,66.78671
Crossing Groups,Walk and Read,50,1,18.74718,2.667067,19.42411,0.7955445,68.00043
Crossing Groups,Walk and Read,50,1,20.37424,2.45408,19.08944,0.7481875,67.24045
Crossing Groups,Walk and Read,50,1,19.97493,2.503138,19.27468,0.7577234,67.85471
Crossing Groups,Walk and Read,50,1,18.95642,2.637629,18.97895,0.7484486,66.78595
Crossing Groups,Walk and Read,50,1,19.30167,2.59045,19.28691,0.7725889,67.67255
Crossing Groups,Walk and Read,50,1,19.10818,2.61668,19.16412,0.7460011,66.9677
Crossing Groups,Walk and Read,50,1,19.45248,2.570366,19.21788,0.7802783,67.24148
Crossing Groups,Walk and Read,50,1,20.56096,2.431793,19.28703,0.7701457,67.39014
Crossing Groups,Walk and Read,50,1,19.97607,2.502994,19.13669,0.7242674,67.31115
Crossing Groups,Walk and Read,50,1,19.96378,2.504536,19.15907,0.7184741,67.69038
Crossing Groups,Walk and Read,50,1,18.66519,2.678783,19.28726,0.7769975,67.47906
Crossing Groups,Walk and Read,50,1,19.13229,2.613382,19.25186,0.7369916,67.76987
Crossing Groups,Walk and Read,50,1,20.14627,2.481849,19.25759,0.7650757,67.43285
Crossing Groups,Walk and Read,50,1,19.98032,2.502463,19.39029,0.7619228,67.83578
Crossing Groups,Walk and Read,50,1,19.95483,2.505659,19.13438,0.7200021,67.53824
Crossing Groups,Walk and Read,50,2,24.69338,2.024834,19.34199,0.7473626,67.13425
Crossing Groups,Walk and Read,50,2,19.75224,2.531359,18.96695,0.7079968,67.37537
Crossing Groups,Walk and Read,50,2,20.69958,2.415507,19.30719,0.7192132,68.79439
Crossing Groups,Walk and Read,50,2,19.60629,2.550203,19.20941,0.7512424,67.5081
Crossing Groups,Walk and Read,50,2,20.52068,2.436566,19.0979,0.7076669,67.74912
Crossing Groups,Walk and Read,50,2,21.42105,2.334152,19.35982,0.7404527,68.36944
Crossing Groups,Walk and Read,50,2,20.40231,2.450702,19.43765,0.7384994,68.54173
Crossing Groups,Walk and Read,50,2,21.9915,2.273606,18.98364,0.6840267,68.0446
Crossing Groups,Walk and Read,50,2,22.2728,2.244891,19.1792,0.7180934,68.23064
Crossing Groups,Walk and Read,50,2,20.19691,2.475626,19.13496,0.7371265,67.5947
Crossing Groups,Walk and Read,50,2,20.45546,2.444335,19.52519,0.7191266,69.00278
Crossing Groups,Walk and Read,50,2,19.81451,2.523403,19.11173,0.7218955,67.83556
Crossing Groups,Walk and Read,50,2,19.25146,2.597205,19.26296,0.7476406,67.76371
Crossing Groups,Walk and Read,50,2,19.33636,2.585801,19.18689,0.7603784,67.05853
Crossing Groups,Walk and Read,50,2,19.00983,2.630219,19.28154,0.7530513,67.88126
Crossing Groups,Walk and Read,50,2,19.14575,2.611545,19.22529,0.7496291,67.58105
Crossing Groups,Walk and Read,50,2,19.38651,2.579114,19.27022,0.7589955,67.54585
Crossing Groups,Walk and Read,50,2,20.20828,2.474233,19.16961,0.7366251,67.42284
Crossing Groups,Walk and Read,50,2,19.40985,2.576011,19.2474,0.7432582,67.70697
Crossing Groups,Walk and Read,50,2,19.1748,2.607589,19.46469,0.7618969,68.12428
Crossing Groups,Walk and Read,50,5,26.74151,1.869752,19.20647,0.7139475,67.27229
Crossing Groups,Walk and Read,50,5,24.68453,2.02556,19.18937,0.6365233,71.33806
Crossing Groups,Walk and Read,50,5,22.339,2.238238,19.23667,0.6772161,68.73035
Crossing Groups,Walk and Read,50,5,21.4086,2.33551,19.22262,0.7138362,68.18482
Crossing Groups,Walk and Read,50,5,21.95847,2.277025,19.37583,0.7194287,68.6519
Crossing Groups,Walk and Read,50,5,22.78538,2.19439,19.3271,0.6632199,69.77355
Crossing Groups,Walk and Read,50,5,20.48444,2.440877,19.42961,0.7229837,68.69382
Crossing Groups,Walk and Read,50,5,19.77899,2.527935,19.44935,0.7461306,68.44141
Crossing Groups,Walk and Read,50,5,21.94395,2.278532,19.1036,0.7062017,67.76466
Crossing Groups,Walk and Read,50,5,23.81483,2.099532,19.32971,0.6939769,69.40441
Crossing Groups,Walk and Read,50,5,23.01216,2.172764,19.47954,0.669073,70.92036
Crossing Groups,Walk and Read,50,5,21.04443,2.375925,19.30571,0.6794744,69.06367
Crossing Groups,Walk and Read,50,5,20.53583,2.434769,19.0823,0.7108753,68.20827
Crossing Groups,Walk and Read,50,5,21.89948,2.28316,19.19708,0.721454,68.49593
Crossing Groups,Walk and Read,50,5,24.07077,2.077208,19.43139,0.6641974,71.13145
Crossing Groups,Walk and Read,50,5,20.84265,2.398927,19.48053,0.7276114,68.78281
Crossing Groups,Walk and Read,50,5,21.23096,2.355052,19.57832,0.6791943,69.95978
Crossing Groups,Walk and Read,50,5,23.75922,2.104446,19.45086,0.6449394,71.4242
Crossing Groups,Walk and Read,50,5,22.40732,2.231414,19.38466,0.7223612,68.70634
Crossing Groups,Walk and Read,50,5,24.44568,2.045351,19.39578,0.6627573,71.64262
Crossing Groups,Walk and Read,50,10,29.02749,1.722505,19.36886,0.6228219,70.65791
Crossing Groups,Walk and Read,50,10,25.71721,1.944223,19.56243,0.5966668,74.05074
Crossing Groups,Walk and Read,50,10,20.56038,2.431862,19.43637,0.7056898,68.69733
Crossing Groups,Walk and Read,50,10,22.09781,2.262668,19.49264,0.7045915,69.068
Crossing Groups,Walk and Read,50,10,28.40391,1.760321,19.65713,0.5437495,77.43814
Crossing Groups,Walk and Read,50,10,23.91108,2.091081,19.12721,0.6231462,70.39884
Crossing Groups,Walk and Read,50,10,26.18109,1.909775,19.4363,0.6166393,72.75616
Crossing Groups,Walk and Read,50,10,24.00259,2.083108,19.3856,0.7072076,68.77483
Crossing Groups,Walk and Read,50,10,24.62396,2.030542,19.6041,0.6367827,72.12581
Crossing Groups,Walk and Read,50,10,21.57555,2.317438,19.34469,0.6659643,69.34657
Crossing Groups,Walk and Read,50,10,23.5896,2.119578,19.53646,0.6623631,70.58125
Crossing Groups,Walk and Read,50,10,25.32193,1.974573,19.53495,0.6597221,71.1431
Crossing Groups,Walk and Read,50,10,21.32437,2.344735,19.61747,0.7080517,69.34489
Crossing Groups,Walk and Read,50,10,27.3251,1.829819,19.23478,0.6766907,69.07533
Crossing Groups,Walk and Read,50,10,23.14526,2.160269,19.44992,0.6674889,70.30666
Crossing Groups,Walk and Read,50,10,26.80377,1.865409,19.32227,0.6606302,70.59099
Crossing Groups,Walk and Read,50,10,24.95587,2.003536,19.51949,0.6196053,71.62217
Crossing Groups,Walk and Read,50,10,23.77829,2.102758,19.44329,0.6257828,71.54067
Crossing Groups,Walk and Read,50,10,25.3934,1.969015,19.13771,0.6353086,70.67878
Crossing Groups,Walk and Read,50,10,23.67206,2.112195,19.37626,0.65136,71.21504
Crossing Groups,Walk and Read,50,20,31.16395,1.604418,19.62032,0.5738047,73.12612
Crossing Groups,Walk and Read,50,20,34.64384,1.443258,19.50797,0.531395,77.53569
Crossing Groups,Walk and Read,50,20,27.22744,1.836383,19.61619,0.5524265,74.30886
Crossing Groups,Walk and Read,50,20,27.44832,1.821605,19.35586,0.5620068,74.82642
Crossing Groups,Walk and Read,50,20,30.12408,1.659801,19.96422,0.5717327,76.59721
Crossing Groups,Walk and Read,50,20,23.19888,2.155276,19.47236,0.6460347,69.57565
Crossing Groups,Walk and Read,50,20,25.85172,1.934108,19.61026,0.5876973,72.72954
Crossing Groups,Walk and Read,50,20,30.54849,1.636742,19.52961,0.5293881,78.12229
Crossing Groups,Walk and Read,50,20,29.31198,1.705787,19.79813,0.5267529,79.06989
Crossing Groups,Walk and Read,50,20,25.3233,1.974466,19.84761,0.5862705,74.44157
Crossing Groups,Walk and Read,50,20,29.36447,1.702738,19.51465,0.574671,74.74635
Crossing Groups,Walk and Read,50,20,24.91019,2.007211,19.51442,0.575227,72.90625
Crossing Groups,Walk and Read,50,20,28.17053,1.774904,19.91908,0.5619434,75.83828
Crossing Groups,Walk and Read,50,20,24.5181,2.03931,19.54065,0.6054096,71.89864
Crossing Groups,Walk and Read,50,20,30.25418,1.652664,19.90984,0.5564776,75.82149
Crossing Groups,Walk and Read,50,20,25.58984,1.9539,19.87619,0.5456811,75.68307
Crossing Groups,Walk and Read,50,20,31.63449,1.580553,19.6531,0.4940615,79.25275
Crossing Groups,Walk and Read,50,20,28.29108,1.767342,19.75841,0.5938538,73.4547
Crossing Groups,Walk and Read,50,20,25.95508,1.926405,19.46251,0.6106061,71.78291
Crossing Groups,Walk and Read,50,20,27.35181,1.828033,19.70159,0.556688,74.61193
Crossing Groups,Walk and Read,50,30,32.37817,1.54425,19.95823,0.5264726,75.72959
Crossing Groups,Walk and Read,50,30,27.17338,1.840036,19.59232,0.5787835,73.11855
Crossing Groups,Walk and Read,50,30,27.70528,1.80471,19.66672,0.5382701,76.10435
Crossing Groups,Walk and Read,50,30,29.35167,1.703481,19.63208,0.529202,77.40855
Crossing Groups,Walk and Read,50,30,32.12119,1.556605,19.6947,0.4698853,81.49127
Crossing Groups,Walk and Read,50,30,23.99898,2.083422,19.48205,0.5763479,72.07217
Crossing Groups,Walk and Read,50,30,33.41856,1.496174,19.92659,0.4520906,84.27168
Crossing Groups,Walk and Read,50,30,27.14008,1.842294,19.8514,0.5459421,74.16517
Crossing Groups,Walk and Read,50,30,26.01239,1.922161,19.80025,0.5356421,75.91641
Crossing Groups,Walk and Read,50,30,27.04727,1.848615,19.91248,0.564311,74.03968
Crossing Groups,Walk and Read,50,30,29.80569,1.677532,20.14325,0.5073344,79.51514
Crossing Groups,Walk and Read,50,30,30.69766,1.628788,19.79311,0.5204847,77.63393
Crossing Groups,Walk and Read,50,30,25.39185,1.969136,19.46698,0.5395175,73.62376
Crossing Groups,Walk and Read,50,30,27.95557,1.788553,19.72253,0.558758,74.84362
Crossing Groups,Walk and Read,50,30,25.41873,1.967053,19.73458,0.577422,74.16837
Crossing Groups,Walk and Read,50,30,30.56927,1.635629,19.83083,0.5185504,78.33516
Crossing Groups,Walk and Read,50,30,27.39682,1.825029,19.5549,0.5817152,73.16068
Crossing Groups,Walk and Read,50,30,30.11185,1.660476,19.53325,0.5242294,75.98772
Crossing Groups,Walk and Read,50,30,25.80548,1.937573,19.41483,0.5672373,72.62874
Crossing Groups,Walk and Read,50,30,26.0321,1.920705,19.67271,0.5602849,73.8722
Crossing Groups,Walk and Read,50,40,31.44592,1.590032,19.88709,0.5326942,75.02256
Crossing Groups,Walk and Read,50,40,33.38042,1.497884,19.82581,0.4914359,80.29314
Crossing Groups,Walk and Read,50,40,32.1415,1.555621,19.67732,0.4956038,79.14869
