Two-way-hallway
4
0,Distracted,0.5596161,-0.9765999,21.55434,0,-0.58,-24,1,Paying Attention
0,Distracted,-0.06664371,-0.9765999,22.19501,0,-0.58,-24,1,Paying Attention
0,Normative,-1.111162,-0.9765999,13.19781,0,-0.58,-24,1,Paying Attention
0,Normative,-1.129461,-0.9765999,22.6675,0,-0.58,-24,1,Paying Attention
1,Distracted,0.5887098,-0.9765999,21.52352,0,-0.58,-24,1,Paying Attention
1,Distracted,-0.09574986,-0.9765997,22.22375,0,-0.58,-24,1,Paying Attention
1,Normative,-1.111131,-0.9765999,13.19677,0,-0.58,-24,1,Paying Attention
1,Normative,-1.129436,-0.9765999,22.66646,0,-0.58,-24,1,Paying Attention
2,Distracted,0.5945129,-0.9766002,21.51552,0,-0.58,-24,1,Paying Attention
2,Distracted,-0.1015773,-0.9765997,22.22767,0,-0.58,-24,1,Paying Attention
2,Normative,-1.111071,-0.9765999,13.19473,0,-0.58,-24,1,Paying Attention
2,Normative,-1.129386,-0.9765999,22.66442,0,-0.58,-24,1,Paying Attention
3,Distracted,0.5956511,-0.9765999,21.51133,0,-0.58,-24,1,Paying Attention
3,Distracted,-0.1027513,-0.9765997,22.22587,0,-0.58,-24,1,Paying Attention
3,Normative,-1.110981,-0.9765999,13.19174,0,-0.58,-24,1,Paying Attention
3,Normative,-1.129313,-0.9765999,22.66142,0,-0.58,-24,1,Paying Attention
4,Distracted,0.5958486,-0.9766002,21.50716,0,-0.58,-24,1,Paying Attention
4,Distracted,-0.1029963,-0.9766002,22.2222,0,-0.58,-24,1,Paying Attention
4,Normative,-1.110864,-0.9765999,13.18782,0,-0.58,-24,1,Paying Attention
4,Normative,-1.129219,-0.9765999,22.65751,0,-0.58,-24,1,Paying Attention
5,Distracted,0.5958524,-0.9766002,21.5023,0,-0.58,-24,1,Paying Attention
5,Distracted,-0.1030583,-0.9766002,22.21746,0,-0.58,-24,1,Paying Attention
5,Normative,-1.110721,-0.9765999,13.18303,0,-0.58,-24,1,Paying Attention
5,Normative,-1.129103,-0.9765999,22.65271,0,-0.58,-24,1,Paying Attention
6,Distracted,0.5958109,-0.9766002,21.49663,0,-0.58,-24,1,Paying Attention
6,Distracted,-0.103086,-0.9766002,22.21184,0,-0.58,-24,1,Paying Attention
6,Normative,-1.110552,-0.9765999,13.17738,0,-0.58,-24,1,Paying Attention
6,Normative,-1.128966,-0.9765999,22.64706,0,-0.58,-24,1,Paying Attention
7,Distracted,0.5957537,-0.9766002,21.49014,0,-0.58,-24,1,Paying Attention
7,Distracted,-0.1031079,-0.9766006,22.2054,0,-0.58,-24,1,Paying Attention
7,Normative,-1.110359,-0.9765999,13.17092,0,-0.58,-24,1,Paying Attention
7,Normative,-1.12881,-0.9765999,22.6406,0,-0.58,-24,1,Paying Attention
8,Distracted,0.5956879,-0.9766002,21.48288,0,-0.58,-24,1,Paying Attention
8,Distracted,-0.1031308,-0.9766006,22.19818,0,-0.58,-24,1,Paying Attention
8,Normative,-1.110144,-0.9765999,13.16368,0,-0.58,-24,1,Paying Attention
8,Normative,-1.128635,-0.9765999,22.63336,0,-0.58,-24,1,Paying Attention
9,Distracted,0.5956149,-0.9766002,21.47486,0,-0.58,-24,1,Paying Attention
9,Distracted,-0.1031561,-0.9766011,22.1902,0,-0.58,-24,1,Paying Attention
9,Normative,-1.109905,-0.9765999,13.15569,0,-0.58,-24,1,Paying Attention
9,Normative,-1.128442,-0.9765999,22.62537,0,-0.58,-24,1,Paying Attention
10,Distracted,0.5955358,-0.9766002,21.46612,0,-0.58,-24,1,Paying Attention
10,Distracted,-0.1031833,-0.9766011,22.18152,0,-0.58,-24,1,Paying Attention
10,Normative,-1.109645,-0.9765999,13.14698,0,-0.58,-24,1,Paying Attention
10,Normative,-1.128232,-0.9765999,22.61666,0,-0.58,-24,1,Paying Attention
11,Distracted,0.5954494,-0.9766002,21.45669,0,-0.58,-24,1,Paying Attention
11,Distracted,-0.1032124,-0.9766011,22.17214,0,-0.58,-24,1,Paying Attention
11,Normative,-1.109364,-0.9765999,13.13758,0,-0.58,-24,1,Paying Attention
11,Normative,-1.128004,-0.9765999,22.60725,0,-0.58,-24,1,Paying Attention
12,Distracted,0.5953569,-0.9766002,21.44659,0,-0.58,-24,1,Paying Attention
12,Distracted,-0.1032429,-0.9766011,22.1621,0,-0.58,-24,1,Paying Attention
12,Normative,-1.109064,-0.9765999,13.12751,0,-0.58,-24,1,Paying Attention
12,Normative,-1.127761,-0.9765999,22.59719,0,-0.58,-24,1,Paying Attention
13,Distracted,0.5952582,-0.9766002,21.43585,0,-0.58,-24,1,Paying Attention
13,Distracted,-0.1032748,-0.9766011,22.15143,0,-0.58,-24,1,Paying Attention
13,Normative,-1.108744,-0.9765999,13.11681,0,-0.58,-24,1,Paying Attention
13,Normative,-1.127501,-0.9765999,22.58648,0,-0.58,-24,1,Paying Attention
14,Distracted,0.5951538,-0.9766006,21.4245,0,-0.58,-24,1,Paying Attention
14,Distracted,-0.1033087,-0.9766011,22.14014,0,-0.58,-24,1,Paying Attention
14,Normative,-1.108406,-0.9765999,13.1055,0,-0.58,-24,1,Paying Attention
14,Normative,-1.127227,-0.9765999,22.57517,0,-0.58,-24,1,Paying Attention
15,Distracted,0.5950437,-0.9766006,21.41256,0,-0.58,-24,1,Paying Attention
15,Distracted,-0.103344,-0.9766011,22.12827,0,-0.58,-24,1,Paying Attention
15,Normative,-1.108051,-0.9765999,13.0936,0,-0.58,-24,1,Paying Attention
15,Normative,-1.126939,-0.9765999,22.56327,0,-0.58,-24,1,Paying Attention
16,Distracted,0.5949283,-0.9766011,21.40005,0,-0.58,-24,1,Paying Attention
16,Distracted,-0.1033807,-0.9766011,22.11584,0,-0.58,-24,1,Paying Attention
16,Normative,-1.107678,-0.9765999,13.08113,0,-0.58,-24,1,Paying Attention
16,Normative,-1.126637,-0.9765999,22.5508,0,-0.58,-24,1,Paying Attention
17,Distracted,0.5948071,-0.9766011,21.387,0,-0.58,-24,1,Paying Attention
17,Distracted,-0.1034184,-0.9766011,22.10287,0,-0.58,-24,1,Paying Attention
